MICROEXP	SIMNAME	SELCOEF	TIMEMUT
SMALLsMIDt	1	0.02	325
SMALLsMIDt	2	0.02	325
SMALLsMIDt	3	0.02	325
SMALLsMIDt	4	0.02	325
SMALLsMIDt	5	0.02	325
SMALLsMIDt	6	0.02	325
SMALLsMIDt	7	0.02	325
SMALLsMIDt	8	0.02	325
SMALLsMIDt	9	0.02	325
SMALLsMIDt	10	0.02	325
SMALLsMIDt	11	0.02	325
SMALLsMIDt	12	0.02	325
SMALLsMIDt	13	0.02	325
SMALLsMIDt	14	0.02	325
SMALLsMIDt	15	0.02	325
SMALLsMIDt	16	0.02	325
SMALLsMIDt	17	0.02	325
SMALLsMIDt	18	0.02	325
SMALLsMIDt	19	0.02	325
SMALLsMIDt	20	0.02	325
SMALLsMIDt	21	0.02	325
SMALLsMIDt	22	0.02	325
SMALLsMIDt	23	0.02	325
SMALLsMIDt	24	0.02	325
SMALLsMIDt	25	0.02	325
SMALLsMIDt	26	0.02	325
SMALLsMIDt	27	0.02	325
SMALLsMIDt	28	0.02	325
SMALLsMIDt	29	0.02	325
SMALLsMIDt	30	0.02	325
SMALLsMIDt	31	0.02	325
SMALLsMIDt	32	0.02	325
SMALLsMIDt	33	0.02	325
SMALLsMIDt	34	0.02	325
SMALLsMIDt	35	0.02	325
SMALLsMIDt	36	0.02	325
SMALLsMIDt	37	0.02	325
SMALLsMIDt	38	0.02	325
SMALLsMIDt	39	0.02	325
SMALLsMIDt	40	0.02	325
SMALLsMIDt	41	0.02	325
SMALLsMIDt	42	0.02	325
SMALLsMIDt	43	0.02	325
SMALLsMIDt	44	0.02	325
SMALLsMIDt	45	0.02	325
SMALLsMIDt	46	0.02	325
SMALLsMIDt	47	0.02	325
SMALLsMIDt	48	0.02	325
SMALLsMIDt	49	0.02	325
SMALLsMIDt	50	0.02	325
SMALLsMIDt	51	0.02	325
SMALLsMIDt	52	0.02	325
SMALLsMIDt	53	0.02	325
SMALLsMIDt	54	0.02	325
SMALLsMIDt	55	0.02	325
SMALLsMIDt	56	0.02	325
SMALLsMIDt	57	0.02	325
SMALLsMIDt	58	0.02	325
SMALLsMIDt	59	0.02	325
SMALLsMIDt	60	0.02	325
SMALLsMIDt	61	0.02	325
SMALLsMIDt	62	0.02	325
SMALLsMIDt	63	0.02	325
SMALLsMIDt	64	0.02	325
SMALLsMIDt	65	0.02	325
SMALLsMIDt	66	0.02	325
SMALLsMIDt	67	0.02	325
SMALLsMIDt	68	0.02	325
SMALLsMIDt	69	0.02	325
SMALLsMIDt	70	0.02	325
SMALLsMIDt	71	0.02	325
SMALLsMIDt	72	0.02	325
SMALLsMIDt	73	0.02	325
SMALLsMIDt	74	0.02	325
SMALLsMIDt	75	0.02	325
SMALLsMIDt	76	0.02	325
SMALLsMIDt	77	0.02	325
SMALLsMIDt	78	0.02	325
SMALLsMIDt	79	0.02	325
SMALLsMIDt	80	0.02	325
SMALLsMIDt	81	0.02	325
SMALLsMIDt	82	0.02	325
SMALLsMIDt	83	0.02	325
SMALLsMIDt	84	0.02	325
SMALLsMIDt	85	0.02	325
SMALLsMIDt	86	0.02	325
SMALLsMIDt	87	0.02	325
SMALLsMIDt	88	0.02	325
SMALLsMIDt	89	0.02	325
