MICROEXP	SIMNAME	SELCOEF	TIMEMUT
VERYLARGEsVERYEARLYt	1	0.1	75
VERYLARGEsVERYEARLYt	2	0.1	75
VERYLARGEsVERYEARLYt	3	0.1	75
VERYLARGEsVERYEARLYt	4	0.1	75
VERYLARGEsVERYEARLYt	5	0.1	75
VERYLARGEsVERYEARLYt	6	0.1	75
VERYLARGEsVERYEARLYt	7	0.1	75
VERYLARGEsVERYEARLYt	8	0.1	75
VERYLARGEsVERYEARLYt	9	0.1	75
VERYLARGEsVERYEARLYt	10	0.1	75
VERYLARGEsVERYEARLYt	11	0.1	75
VERYLARGEsVERYEARLYt	12	0.1	75
VERYLARGEsVERYEARLYt	13	0.1	75
VERYLARGEsVERYEARLYt	14	0.1	75
VERYLARGEsVERYEARLYt	15	0.1	75
VERYLARGEsVERYEARLYt	16	0.1	75
VERYLARGEsVERYEARLYt	17	0.1	75
VERYLARGEsVERYEARLYt	18	0.1	75
VERYLARGEsVERYEARLYt	19	0.1	75
VERYLARGEsVERYEARLYt	20	0.1	75
VERYLARGEsVERYEARLYt	21	0.1	75
VERYLARGEsVERYEARLYt	22	0.1	75
VERYLARGEsVERYEARLYt	23	0.1	75
VERYLARGEsVERYEARLYt	24	0.1	75
VERYLARGEsVERYEARLYt	25	0.1	75
VERYLARGEsVERYEARLYt	26	0.1	75
VERYLARGEsVERYEARLYt	27	0.1	75
VERYLARGEsVERYEARLYt	28	0.1	75
VERYLARGEsVERYEARLYt	29	0.1	75
VERYLARGEsVERYEARLYt	30	0.1	75
VERYLARGEsVERYEARLYt	31	0.1	75
VERYLARGEsVERYEARLYt	32	0.1	75
VERYLARGEsVERYEARLYt	33	0.1	75
VERYLARGEsVERYEARLYt	34	0.1	75
VERYLARGEsVERYEARLYt	35	0.1	75
VERYLARGEsVERYEARLYt	36	0.1	75
VERYLARGEsVERYEARLYt	37	0.1	75
VERYLARGEsVERYEARLYt	38	0.1	75
VERYLARGEsVERYEARLYt	39	0.1	75
VERYLARGEsVERYEARLYt	40	0.1	75
VERYLARGEsVERYEARLYt	41	0.1	75
VERYLARGEsVERYEARLYt	42	0.1	75
VERYLARGEsVERYEARLYt	43	0.1	75
VERYLARGEsVERYEARLYt	44	0.1	75
VERYLARGEsVERYEARLYt	45	0.1	75
VERYLARGEsVERYEARLYt	46	0.1	75
VERYLARGEsVERYEARLYt	47	0.1	75
VERYLARGEsVERYEARLYt	48	0.1	75
VERYLARGEsVERYEARLYt	49	0.1	75
VERYLARGEsVERYEARLYt	50	0.1	75
VERYLARGEsVERYEARLYt	51	0.1	75
VERYLARGEsVERYEARLYt	52	0.1	75
VERYLARGEsVERYEARLYt	53	0.1	75
VERYLARGEsVERYEARLYt	54	0.1	75
VERYLARGEsVERYEARLYt	55	0.1	75
VERYLARGEsVERYEARLYt	56	0.1	75
VERYLARGEsVERYEARLYt	57	0.1	75
VERYLARGEsVERYEARLYt	58	0.1	75
VERYLARGEsVERYEARLYt	59	0.1	75
VERYLARGEsVERYEARLYt	60	0.1	75
VERYLARGEsVERYEARLYt	61	0.1	75
VERYLARGEsVERYEARLYt	62	0.1	75
VERYLARGEsVERYEARLYt	63	0.1	75
VERYLARGEsVERYEARLYt	64	0.1	75
VERYLARGEsVERYEARLYt	65	0.1	75
VERYLARGEsVERYEARLYt	66	0.1	75
VERYLARGEsVERYEARLYt	67	0.1	75
VERYLARGEsVERYEARLYt	68	0.1	75
VERYLARGEsVERYEARLYt	69	0.1	75
VERYLARGEsVERYEARLYt	70	0.1	75
VERYLARGEsVERYEARLYt	71	0.1	75
VERYLARGEsVERYEARLYt	72	0.1	75
VERYLARGEsVERYEARLYt	73	0.1	75
VERYLARGEsVERYEARLYt	74	0.1	75
VERYLARGEsVERYEARLYt	75	0.1	75
VERYLARGEsVERYEARLYt	76	0.1	75
VERYLARGEsVERYEARLYt	77	0.1	75
VERYLARGEsVERYEARLYt	78	0.1	75
VERYLARGEsVERYEARLYt	79	0.1	75
VERYLARGEsVERYEARLYt	80	0.1	75
VERYLARGEsVERYEARLYt	81	0.1	75
VERYLARGEsVERYEARLYt	82	0.1	75
VERYLARGEsVERYEARLYt	83	0.1	75
VERYLARGEsVERYEARLYt	84	0.1	75
VERYLARGEsVERYEARLYt	85	0.1	75
VERYLARGEsVERYEARLYt	86	0.1	75
VERYLARGEsVERYEARLYt	87	0.1	75
VERYLARGEsVERYEARLYt	88	0.1	75
VERYLARGEsVERYEARLYt	89	0.1	75
VERYLARGEsVERYEARLYt	90	0.1	75
VERYLARGEsVERYEARLYt	91	0.1	75
VERYLARGEsVERYEARLYt	92	0.1	75
VERYLARGEsVERYEARLYt	93	0.1	75
VERYLARGEsVERYEARLYt	94	0.1	75
VERYLARGEsVERYEARLYt	95	0.1	75
VERYLARGEsVERYEARLYt	96	0.1	75
VERYLARGEsVERYEARLYt	97	0.1	75
VERYLARGEsVERYEARLYt	98	0.1	75
VERYLARGEsVERYEARLYt	99	0.1	75
VERYLARGEsVERYEARLYt	100	0.1	75
VERYLARGEsVERYEARLYt	101	0.1	75
VERYLARGEsVERYEARLYt	102	0.1	75
VERYLARGEsVERYEARLYt	103	0.1	75
VERYLARGEsVERYEARLYt	104	0.1	75
VERYLARGEsVERYEARLYt	105	0.1	75
VERYLARGEsVERYEARLYt	106	0.1	75
VERYLARGEsVERYEARLYt	107	0.1	75
VERYLARGEsVERYEARLYt	108	0.1	75
VERYLARGEsVERYEARLYt	109	0.1	75
VERYLARGEsVERYEARLYt	110	0.1	75
VERYLARGEsVERYEARLYt	111	0.1	75
VERYLARGEsVERYEARLYt	112	0.1	75
VERYLARGEsVERYEARLYt	113	0.1	75
VERYLARGEsVERYEARLYt	114	0.1	75
VERYLARGEsVERYEARLYt	115	0.1	75
VERYLARGEsVERYEARLYt	116	0.1	75
VERYLARGEsVERYEARLYt	117	0.1	75
VERYLARGEsVERYEARLYt	118	0.1	75
VERYLARGEsVERYEARLYt	119	0.1	75
VERYLARGEsVERYEARLYt	120	0.1	75
VERYLARGEsVERYEARLYt	121	0.1	75
VERYLARGEsVERYEARLYt	122	0.1	75
VERYLARGEsVERYEARLYt	123	0.1	75
VERYLARGEsVERYEARLYt	124	0.1	75
VERYLARGEsVERYEARLYt	125	0.1	75
VERYLARGEsVERYEARLYt	126	0.1	75
VERYLARGEsVERYEARLYt	127	0.1	75
VERYLARGEsVERYEARLYt	128	0.1	75
VERYLARGEsVERYEARLYt	129	0.1	75
VERYLARGEsVERYEARLYt	130	0.1	75
VERYLARGEsVERYEARLYt	131	0.1	75
VERYLARGEsVERYEARLYt	132	0.1	75
VERYLARGEsVERYEARLYt	133	0.1	75
VERYLARGEsVERYEARLYt	134	0.1	75
VERYLARGEsVERYEARLYt	135	0.1	75
VERYLARGEsVERYEARLYt	136	0.1	75
VERYLARGEsVERYEARLYt	137	0.1	75
VERYLARGEsVERYEARLYt	138	0.1	75
VERYLARGEsVERYEARLYt	139	0.1	75
VERYLARGEsVERYEARLYt	140	0.1	75
VERYLARGEsVERYEARLYt	141	0.1	75
VERYLARGEsVERYEARLYt	142	0.1	75
VERYLARGEsVERYEARLYt	143	0.1	75
VERYLARGEsVERYEARLYt	144	0.1	75
VERYLARGEsVERYEARLYt	145	0.1	75
VERYLARGEsVERYEARLYt	146	0.1	75
VERYLARGEsVERYEARLYt	147	0.1	75
VERYLARGEsVERYEARLYt	148	0.1	75
VERYLARGEsVERYEARLYt	149	0.1	75
VERYLARGEsVERYEARLYt	150	0.1	75
VERYLARGEsVERYEARLYt	151	0.1	75
VERYLARGEsVERYEARLYt	152	0.1	75
VERYLARGEsVERYEARLYt	153	0.1	75
VERYLARGEsVERYEARLYt	154	0.1	75
VERYLARGEsVERYEARLYt	155	0.1	75
VERYLARGEsVERYEARLYt	156	0.1	75
VERYLARGEsVERYEARLYt	157	0.1	75
VERYLARGEsVERYEARLYt	158	0.1	75
VERYLARGEsVERYEARLYt	159	0.1	75
VERYLARGEsVERYEARLYt	160	0.1	75
VERYLARGEsVERYEARLYt	161	0.1	75
VERYLARGEsVERYEARLYt	162	0.1	75
VERYLARGEsVERYEARLYt	163	0.1	75
VERYLARGEsVERYEARLYt	164	0.1	75
VERYLARGEsVERYEARLYt	165	0.1	75
VERYLARGEsVERYEARLYt	166	0.1	75
VERYLARGEsVERYEARLYt	167	0.1	75
VERYLARGEsVERYEARLYt	168	0.1	75
VERYLARGEsVERYEARLYt	169	0.1	75
VERYLARGEsVERYEARLYt	170	0.1	75
VERYLARGEsVERYEARLYt	171	0.1	75
VERYLARGEsVERYEARLYt	172	0.1	75
VERYLARGEsVERYEARLYt	173	0.1	75
VERYLARGEsVERYEARLYt	174	0.1	75
VERYLARGEsVERYEARLYt	175	0.1	75
VERYLARGEsVERYEARLYt	176	0.1	75
VERYLARGEsVERYEARLYt	177	0.1	75
VERYLARGEsVERYEARLYt	178	0.1	75
VERYLARGEsVERYEARLYt	179	0.1	75
VERYLARGEsVERYEARLYt	180	0.1	75
VERYLARGEsVERYEARLYt	181	0.1	75
VERYLARGEsVERYEARLYt	182	0.1	75
VERYLARGEsVERYEARLYt	183	0.1	75
VERYLARGEsVERYEARLYt	184	0.1	75
VERYLARGEsVERYEARLYt	185	0.1	75
VERYLARGEsVERYEARLYt	186	0.1	75
VERYLARGEsVERYEARLYt	187	0.1	75
VERYLARGEsVERYEARLYt	188	0.1	75
VERYLARGEsVERYEARLYt	189	0.1	75
VERYLARGEsVERYEARLYt	190	0.1	75
VERYLARGEsVERYEARLYt	191	0.1	75
VERYLARGEsVERYEARLYt	192	0.1	75
VERYLARGEsVERYEARLYt	193	0.1	75
VERYLARGEsVERYEARLYt	194	0.1	75
VERYLARGEsVERYEARLYt	195	0.1	75
VERYLARGEsVERYEARLYt	196	0.1	75
VERYLARGEsVERYEARLYt	197	0.1	75
VERYLARGEsVERYEARLYt	198	0.1	75
VERYLARGEsVERYEARLYt	199	0.1	75
VERYLARGEsVERYEARLYt	200	0.1	75
