MICROEXP	SIMNAME	SELCOEF	TIMEMUT
MEDIUMsMIDt	1	0.03	275
MEDIUMsMIDt	2	0.03	275
MEDIUMsMIDt	3	0.03	275
MEDIUMsMIDt	4	0.03	275
MEDIUMsMIDt	5	0.03	275
MEDIUMsMIDt	6	0.03	275
MEDIUMsMIDt	7	0.03	275
MEDIUMsMIDt	8	0.03	275
MEDIUMsMIDt	9	0.03	275
MEDIUMsMIDt	10	0.03	275
MEDIUMsMIDt	11	0.03	275
MEDIUMsMIDt	12	0.03	275
MEDIUMsMIDt	13	0.03	275
MEDIUMsMIDt	14	0.03	275
MEDIUMsMIDt	15	0.03	275
MEDIUMsMIDt	16	0.03	275
MEDIUMsMIDt	17	0.03	275
MEDIUMsMIDt	18	0.03	275
MEDIUMsMIDt	19	0.03	275
MEDIUMsMIDt	20	0.03	275
MEDIUMsMIDt	21	0.03	275
MEDIUMsMIDt	22	0.03	275
MEDIUMsMIDt	23	0.03	275
MEDIUMsMIDt	24	0.03	275
MEDIUMsMIDt	25	0.03	275
MEDIUMsMIDt	26	0.03	275
MEDIUMsMIDt	27	0.03	275
MEDIUMsMIDt	28	0.03	275
MEDIUMsMIDt	29	0.03	275
MEDIUMsMIDt	30	0.03	275
MEDIUMsMIDt	31	0.03	275
MEDIUMsMIDt	32	0.03	275
MEDIUMsMIDt	33	0.03	275
MEDIUMsMIDt	34	0.03	275
MEDIUMsMIDt	35	0.03	275
MEDIUMsMIDt	36	0.03	275
MEDIUMsMIDt	37	0.03	275
MEDIUMsMIDt	38	0.03	275
MEDIUMsMIDt	39	0.03	275
MEDIUMsMIDt	40	0.03	275
MEDIUMsMIDt	41	0.03	275
MEDIUMsMIDt	42	0.03	275
MEDIUMsMIDt	43	0.03	275
MEDIUMsMIDt	44	0.03	275
MEDIUMsMIDt	45	0.03	275
MEDIUMsMIDt	46	0.03	275
MEDIUMsMIDt	47	0.03	275
MEDIUMsMIDt	48	0.03	275
MEDIUMsMIDt	49	0.03	275
MEDIUMsMIDt	50	0.03	275
MEDIUMsMIDt	51	0.03	275
MEDIUMsMIDt	52	0.03	275
MEDIUMsMIDt	53	0.03	275
MEDIUMsMIDt	54	0.03	275
MEDIUMsMIDt	55	0.03	275
MEDIUMsMIDt	56	0.03	275
MEDIUMsMIDt	57	0.03	275
MEDIUMsMIDt	58	0.03	275
