MICROEXP	SIMNAME	SELCOEF	TIMEMUT
SMALLsLATEt	1	0.02	375
SMALLsLATEt	2	0.02	375
SMALLsLATEt	3	0.02	375
SMALLsLATEt	4	0.02	375
SMALLsLATEt	5	0.02	375
SMALLsLATEt	6	0.02	375
SMALLsLATEt	7	0.02	375
SMALLsLATEt	8	0.02	375
SMALLsLATEt	9	0.02	375
SMALLsLATEt	10	0.02	375
SMALLsLATEt	11	0.02	375
SMALLsLATEt	12	0.02	375
SMALLsLATEt	13	0.02	375
SMALLsLATEt	14	0.02	375
SMALLsLATEt	15	0.02	375
SMALLsLATEt	16	0.02	375
SMALLsLATEt	17	0.02	375
SMALLsLATEt	18	0.02	375
SMALLsLATEt	19	0.02	375
SMALLsLATEt	20	0.02	375
SMALLsLATEt	21	0.02	375
SMALLsLATEt	22	0.02	375
SMALLsLATEt	23	0.02	375
SMALLsLATEt	24	0.02	375
SMALLsLATEt	25	0.02	375
SMALLsLATEt	26	0.02	375
SMALLsLATEt	27	0.02	375
SMALLsLATEt	28	0.02	375
SMALLsLATEt	29	0.02	375
SMALLsLATEt	30	0.02	375
SMALLsLATEt	31	0.02	375
SMALLsLATEt	32	0.02	375
SMALLsLATEt	33	0.02	375
SMALLsLATEt	34	0.02	375
SMALLsLATEt	35	0.02	375
SMALLsLATEt	36	0.02	375
SMALLsLATEt	37	0.02	375
SMALLsLATEt	38	0.02	375
SMALLsLATEt	39	0.02	375
SMALLsLATEt	40	0.02	375
SMALLsLATEt	41	0.02	375
SMALLsLATEt	42	0.02	375
SMALLsLATEt	43	0.02	375
SMALLsLATEt	44	0.02	375
SMALLsLATEt	45	0.02	375
SMALLsLATEt	46	0.02	375
SMALLsLATEt	47	0.02	375
SMALLsLATEt	48	0.02	375
SMALLsLATEt	49	0.02	375
SMALLsLATEt	50	0.02	375
SMALLsLATEt	51	0.02	375
SMALLsLATEt	52	0.02	375
SMALLsLATEt	53	0.02	375
SMALLsLATEt	54	0.02	375
SMALLsLATEt	55	0.02	375
SMALLsLATEt	56	0.02	375
SMALLsLATEt	57	0.02	375
SMALLsLATEt	58	0.02	375
SMALLsLATEt	59	0.02	375
SMALLsLATEt	60	0.02	375
SMALLsLATEt	61	0.02	375
SMALLsLATEt	62	0.02	375
SMALLsLATEt	63	0.02	375
SMALLsLATEt	64	0.02	375
SMALLsLATEt	65	0.02	375
SMALLsLATEt	66	0.02	375
SMALLsLATEt	67	0.02	375
SMALLsLATEt	68	0.02	375
SMALLsLATEt	69	0.02	375
SMALLsLATEt	70	0.02	375
SMALLsLATEt	71	0.02	375
SMALLsLATEt	72	0.02	375
SMALLsLATEt	73	0.02	375
SMALLsLATEt	74	0.02	375
SMALLsLATEt	75	0.02	375
SMALLsLATEt	76	0.02	375
SMALLsLATEt	77	0.02	375
SMALLsLATEt	78	0.02	375
SMALLsLATEt	79	0.02	375
SMALLsLATEt	80	0.02	375
SMALLsLATEt	81	0.02	375
SMALLsLATEt	82	0.02	375
SMALLsLATEt	83	0.02	375
SMALLsLATEt	84	0.02	375
SMALLsLATEt	85	0.02	375
SMALLsLATEt	86	0.02	375
SMALLsLATEt	87	0.02	375
SMALLsLATEt	88	0.02	375
SMALLsLATEt	89	0.02	375
SMALLsLATEt	90	0.02	375
SMALLsLATEt	91	0.02	375
SMALLsLATEt	92	0.02	375
SMALLsLATEt	93	0.02	375
SMALLsLATEt	94	0.02	375
SMALLsLATEt	95	0.02	375
SMALLsLATEt	96	0.02	375
SMALLsLATEt	97	0.02	375
SMALLsLATEt	98	0.02	375
SMALLsLATEt	99	0.02	375
SMALLsLATEt	100	0.02	375
SMALLsLATEt	101	0.02	375
SMALLsLATEt	102	0.02	375
SMALLsLATEt	103	0.02	375
SMALLsLATEt	104	0.02	375
SMALLsLATEt	105	0.02	375
SMALLsLATEt	106	0.02	375
SMALLsLATEt	107	0.02	375
SMALLsLATEt	108	0.02	375
SMALLsLATEt	109	0.02	375
SMALLsLATEt	110	0.02	375
SMALLsLATEt	111	0.02	375
SMALLsLATEt	112	0.02	375
SMALLsLATEt	113	0.02	375
SMALLsLATEt	114	0.02	375
SMALLsLATEt	115	0.02	375
SMALLsLATEt	116	0.02	375
SMALLsLATEt	117	0.02	375
SMALLsLATEt	118	0.02	375
SMALLsLATEt	119	0.02	375
SMALLsLATEt	120	0.02	375
SMALLsLATEt	121	0.02	375
SMALLsLATEt	122	0.02	375
SMALLsLATEt	123	0.02	375
SMALLsLATEt	124	0.02	375
SMALLsLATEt	125	0.02	375
SMALLsLATEt	126	0.02	375
SMALLsLATEt	127	0.02	375
SMALLsLATEt	128	0.02	375
SMALLsLATEt	129	0.02	375
SMALLsLATEt	130	0.02	375
SMALLsLATEt	131	0.02	375
SMALLsLATEt	132	0.02	375
SMALLsLATEt	133	0.02	375
SMALLsLATEt	134	0.02	375
SMALLsLATEt	135	0.02	375
SMALLsLATEt	136	0.02	375
SMALLsLATEt	137	0.02	375
SMALLsLATEt	138	0.02	375
SMALLsLATEt	139	0.02	375
SMALLsLATEt	140	0.02	375
SMALLsLATEt	141	0.02	375
SMALLsLATEt	142	0.02	375
SMALLsLATEt	143	0.02	375
SMALLsLATEt	144	0.02	375
SMALLsLATEt	145	0.02	375
SMALLsLATEt	146	0.02	375
SMALLsLATEt	147	0.02	375
