PARAM	TRUE	INITEST	CORREST	CORRLOW	CORRUPP
0.03	0.03	0.027767103402877955	0.028374597467384438	0.028374597467384438	0.028374597467384438
0.03	0.03	0.030458037800612587	0.030720480442666467	0.030720480442666467	0.030720480442666467
0.03	0.03	0.027254512724049128	0.026566223699867497	0.026566223699867497	0.026566223699867497
0.03	0.03	0.029718390942460222	0.032107102349760455	0.032107102349760455	0.032107102349760455
0.03	0.03	0.02864034162684705	0.028880518208556485	0.028880518208556485	0.028880518208556485
0.03	0.03	0.02978826777838213	0.031756330720886024	0.031756330720886024	0.031756330720886024
0.03	0.03	0.0301023219016127	0.032038876632738675	0.032038876632738675	0.032038876632738675
0.03	0.03	0.03220364793455022	0.03162132608724371	0.03162132608724371	0.03162132608724371
0.03	0.03	0.03034342759639577	0.034517141632671444	0.034517141632671444	0.034517141632671444
0.03	0.03	0.028300720357960805	0.02761646580537116	0.02761646580537116	0.02761646580537116
0.03	0.03	0.02773151304933598	0.029757419458455135	0.029757419458455135	0.029757419458455135
0.03	0.03	0.030446910711778356	0.03211074678644053	0.03211074678644053	0.03211074678644053
0.03	0.03	0.03104493078662084	0.029504349963770667	0.029504349963770667	0.029504349963770667
0.03	0.03	0.030129077772065842	0.02963357969590498	0.02963357969590498	0.02963357969590498
0.03	0.03	0.027514084250466142	0.02698171052137682	0.02698171052137682	0.02698171052137682
0.03	0.03	0.03549445894724567	0.032524224717792614	0.032524224717792614	0.032524224717792614
0.03	0.03	0.03145669893537366	0.03327964668332556	0.03327964668332556	0.03327964668332556
0.03	0.03	0.028719942817193932	0.02699297492260951	0.02699297492260951	0.02699297492260951
0.03	0.03	0.028543795695655464	0.03081064549471849	0.03081064549471849	0.03081064549471849
0.03	0.03	0.030947907605937842	0.02651189847340553	0.02651189847340553	0.02651189847340553
0.03	0.03	0.03106901248699	0.030855335630229026	0.030855335630229026	0.030855335630229026
0.03	0.03	0.028672274145173277	0.029212693450689983	0.029212693450689983	0.029212693450689983
0.03	0.03	0.027749327274137224	0.028972445462984414	0.028972445462984414	0.028972445462984414
0.03	0.03	0.02838367282661838	0.03269124633851698	0.03269124633851698	0.03269124633851698
0.03	0.03	0.028300720357960805	0.02886992766658563	0.02886992766658563	0.02886992766658563
0.03	0.03	0.03196906496722318	0.03257378862378703	0.03257378862378703	0.03257378862378703
0.03	0.03	0.030251763513939326	0.032119854201260276	0.032119854201260276	0.032119854201260276
0.03	0.03	0.031235672643339256	0.032599996998420505	0.032599996998420505	0.032599996998420505
0.03	0.03	0.029046114647627116	0.029791508937293428	0.029791508937293428	0.029791508937293428
0.03	0.03	0.028233175987369023	0.02792255627908258	0.02792255627908258	0.02792255627908258
0.03	0.03	0.031235672643339256	0.03415396536487762	0.03415396536487762	0.03415396536487762
0.03	0.03	0.02909167271371984	0.030119737078912055	0.030119737078912055	0.030119737078912055
0.03	0.03	0.03016905209472428	0.03067604335473671	0.03067604335473671	0.03067604335473671
0.03	0.03	0.03063724581913806	0.030375520343001568	0.030375520343001568	0.030375520343001568
0.03	0.03	0.03530201481766569	0.03427252655494951	0.03427252655494951	0.03427252655494951
0.03	0.03	0.03141064716827384	0.031049061415576062	0.031049061415576062	0.031049061415576062
0.03	0.03	0.028527594576102114	0.02904313894890565	0.02904313894890565	0.02904313894890565
0.03	0.03	0.03029117103144501	0.029525361981539308	0.029525361981539308	0.029525361981539308
0.03	0.03	0.028233175987369023	0.028368549813752586	0.028368549813752586	0.028368549813752586
0.03	0.03	0.027044315726554663	0.023667425321041907	0.023667425321041907	0.023667425321041907
0.03	0.03	0.02715960933837147	0.02618736383708637	0.02618736383708637	0.02618736383708637
0.03	0.03	0.02970434446623187	0.02930636703085104	0.02930636703085104	0.02930636703085104
0.03	0.03	0.028266674398314384	0.02551256851347634	0.02551256851347634	0.02551256851347634
0.03	0.03	0.03114084362560911	0.033980966893257414	0.033980966893257414	0.033980966893257414
0.03	0.03	0.029816053936590394	0.03280325607024881	0.03280325607024881	0.03280325607024881
0.03	0.03	0.02873577100082671	0.02908786917503504	0.02908786917503504	0.02908786917503504
0.03	0.03	0.030662528370269553	0.030929698141109283	0.030929698141109283	0.030929698141109283
0.03	0.03	0.0307753620378025	0.029036483405238386	0.029036483405238386	0.029036483405238386
0.03	0.03	0.030238586270459975	0.03234531770126338	0.03234531770126338	0.03234531770126338
0.03	0.03	0.03289428002231728	0.033669475492437956	0.033669475492437956	0.033669475492437956
0.03	0.03	0.028400165045137614	0.028909847877193178	0.028909847877193178	0.028909847877193178
0.03	0.03	0.029816053936590394	0.02959705546774442	0.02959705546774442	0.02959705546774442
0.03	0.03	0.03495933274870397	0.036616754124532316	0.036616754124532316	0.036616754124532316
0.03	0.03	0.032235147347779436	0.03262097328594199	0.03262097328594199	0.03262097328594199
0.03	0.03	0.028814460503038146	0.024114826157720308	0.024114826157720308	0.024114826157720308
0.03	0.03	0.029106802758829844	0.0295892770247203	0.0295892770247203	0.0295892770247203
0.03	0.03	0.029241736365024917	0.03151688811978709	0.03151688811978709	0.03151688811978709
0.03	0.03	0.027873842352294214	0.02665601199086859	0.02665601199086859	0.02665601199086859
0.03	0.03	0.030662528370269553	0.03155071711398595	0.03155071711398595	0.03155071711398595
0.03	0.03	0.03197986812743691	0.03271228421887715	0.03271228421887715	0.03271228421887715
0.03	0.03	0.03100867887422653	0.029616129348090797	0.029616129348090797	0.029616129348090797
0.03	0.03	0.031816368264590694	0.033315397155201966	0.033315397155201966	0.033315397155201966
0.03	0.03	0.029121905466220538	0.031414959129509104	0.031414959129509104	0.031414959129509104
0.03	0.03	0.034290636122556756	0.03321219359186485	0.03321219359186485	0.03321219359186485
0.03	0.03	0.02982991256056072	0.03152797028146487	0.03152797028146487	0.03152797028146487
0.03	0.03	0.031282689343750975	0.031532514451272274	0.031532514451272274	0.031532514451272274
0.03	0.03	0.028876875289402085	0.026506298542807494	0.026506298542807494	0.026506298542807494
0.03	0.03	0.03104493078662084	0.03194743792120398	0.03194743792120398	0.03194743792120398
0.03	0.03	0.02947628676541515	0.029333013661729808	0.029333013661729808	0.029333013661729808
0.03	0.03	0.03125921421772519	0.03332142410843868	0.03332142410843868	0.03332142410843868
0.03	0.03	0.031827368104240306	0.031294730958862066	0.031294730958862066	0.031294730958862066
0.03	0.03	0.030129077772065842	0.0304977675637077	0.0304977675637077	0.0304977675637077
0.03	0.03	0.028543795695655464	0.028770211469510042	0.028770211469510042	0.028770211469510042
0.03	0.03	0.027873842352294214	0.030020468602182215	0.030020468602182215	0.030020468602182215
0.03	0.03	0.034794700376959746	0.029562728407176657	0.029562728407176657	0.029562728407176657
0.03	0.03	0.026607932236131372	0.026018166747570723	0.026018166747570723	0.026018166747570723
0.03	0.03	0.027873842352294214	0.02955642499647241	0.02955642499647241	0.02955642499647241
0.03	0.03	0.027855417965022475	0.027716043511183765	0.027716043511183765	0.027716043511183765
0.03	0.03	0.02821637586678104	0.030327976824645227	0.030327976824645227	0.030327976824645227
0.03	0.03	0.028350591230897865	0.027716207551245278	0.027716207551245278	0.027716207551245278
0.03	0.03	0.03161593621535641	0.03201980673489511	0.03201980673489511	0.03201980673489511
0.03	0.03	0.02773151304933598	0.027767256239138532	0.027767256239138532	0.027767256239138532
0.03	0.03	0.028165767170486727	0.026697783153551695	0.026697783153551695	0.026697783153551695
0.03	0.03	0.0320875354774771	0.03224935534438794	0.03224935534438794	0.03224935534438794
0.03	0.03	0.030048549794030908	0.030855363223036898	0.030855363223036898	0.030855363223036898
0.03	0.03	0.03122387746122951	0.030318054292116106	0.030318054292116106	0.030318054292116106
0.03	0.03	0.02916704678005237	0.03178738330872195	0.03178738330872195	0.03178738330872195
0.03	0.03	0.028283372553413847	0.027612510963506493	0.027612510963506493	0.027612510963506493
0.03	0.03	0.029241736365024917	0.0319572636447598	0.0319572636447598	0.0319572636447598
0.03	0.03	0.029562548979768982	0.02985367434168662	0.02985367434168662	0.02985367434168662
0.03	0.03	0.030874394997205852	0.032657117280691865	0.032657117280691865	0.032657117280691865
0.03	0.03	0.02931575404773891	0.028409454377955792	0.028409454377955792	0.028409454377955792
0.03	0.03	0.02732967953515999	0.0266473088670214	0.0266473088670214	0.0266473088670214
0.03	0.03	0.030382406850279604	0.032172604138037755	0.032172604138037755	0.032172604138037755
0.03	0.03	0.028543795695655464	0.025746498372899614	0.025746498372899614	0.025746498372899614
0.03	0.03	0.02847879999772628	0.027466873449484862	0.027466873449484862	0.027466873449484862
0.03	0.03	0.027273367016000475	0.027292221307951822	0.027292221307951822	0.027292221307951822
0.03	0.03	0.033087826898278716	0.03348933361440179	0.03348933361440179	0.03348933361440179
0.03	0.03	0.03015574881431932	0.031025270645667766	0.031025270645667766	0.031025270645667766
0.03	0.03	0.030062025308687883	0.030504490748275277	0.030504490748275277	0.030504490748275277
0.03	0.03	0.028462470486383194	0.027653517354915044	0.027653517354915044	0.027653517354915044
0.03	0.03	0.0289542341433212	0.026394554062560055	0.026394554062560055	0.026394554062560055
0.03	0.03	0.035596462427776226	0.03635875886956953	0.03635875886956953	0.03635875886956953
0.03	0.03	0.026169713560120093	0.027271097788623147	0.027271097788623147	0.027271097788623147
0.03	0.03	0.029562548979768982	0.029406707017077743	0.029406707017077743	0.029406707017077743
0.03	0.03	0.030382406850279604	0.03066249179894651	0.03066249179894651	0.03066249179894651
0.03	0.03	0.031176530568787757	0.0312600365223735	0.0312600365223735	0.0312600365223735
0.03	0.03	0.03016905209472428	0.031126162087718377	0.031126162087718377	0.031126162087718377
0.03	0.03	0.027767103402877955	0.02537845799143659	0.02537845799143659	0.02537845799143659
0.03	0.03	0.036686922030191735	0.03817674003161718	0.03817674003161718	0.03817674003161718
0.03	0.03	0.02901560140811659	0.028909297350012644	0.028909297350012644	0.028909297350012644
0.03	0.03	0.029418272546163974	0.028519205718348525	0.028519205718348525	0.028519205718348525
0.03	0.03	0.031329444793790545	0.033844429084542944	0.033844429084542944	0.033844429084542944
0.03	0.03	0.03137594141181211	0.0297893726366404	0.0297893726366404	0.0297893726366404
0.03	0.03	0.028907905968468827	0.028253262957168672	0.028253262957168672	0.028253262957168672
0.03	0.03	0.02916704678005237	0.031645183953534266	0.031645183953534266	0.031645183953534266
0.03	0.03	0.030222053717522027	0.028794438107420217	0.028794438107420217	0.028794438107420217
0.03	0.03	0.02974641242527816	0.03328006889535969	0.03328006889535969	0.03328006889535969
0.03	0.03	0.03421508734204429	0.03535192395175596	0.03535192395175596	0.03535192395175596
0.03	0.03	0.029374492439177884	0.02667386053563195	0.02667386053563195	0.02667386053563195
0.03	0.03	0.028527594576102114	0.030186761761396848	0.030186761761396848	0.030186761761396848
0.03	0.03	0.026888147893051696	0.02692763368388017	0.02692763368388017	0.02692763368388017
0.03	0.03	0.034096297693654035	0.03350130738959194	0.03350130738959194	0.03350130738959194
0.03	0.03	0.02901560140811659	0.028834198489221474	0.028834198489221474	0.028834198489221474
0.03	0.03	0.02889240527833419	0.028337479629867268	0.028337479629867268	0.028337479629867268
0.03	0.03	0.030251763513939326	0.027444460872201447	0.027444460872201447	0.027444460872201447
0.03	0.03	0.027695769859533426	0.027024391210693097	0.027024391210693097	0.027024391210693097
0.03	0.03	0.03249376917809165	0.03358844452613095	0.03358844452613095	0.03358844452613095
0.03	0.03	0.02940370508187497	0.029961683245433846	0.029961683245433846	0.029961683245433846
0.03	0.03	0.02989885752929217	0.02818177884322793	0.02818177884322793	0.02818177884322793
0.03	0.03	0.028317379921800886	0.029494258594148313	0.029494258594148313	0.029494258594148313
0.03	0.03	0.030837395023797023	0.03096192513986959	0.03096192513986959	0.03096192513986959
0.03	0.03	0.030712864907724458	0.033500331177849056	0.033500331177849056	0.033500331177849056
0.03	0.03	0.031032864236229675	0.027334527880029373	0.027334527880029373	0.027334527880029373
0.03	0.03	0.030712864907724458	0.03383608887651526	0.03383608887651526	0.03383608887651526
0.03	0.03	0.031032864236229675	0.03251749394320598	0.03251749394320598	0.03251749394320598
0.03	0.03	0.02950514104324158	0.028921370544053308	0.028921370544053308	0.028921370544053308
0.03	0.03	0.030356440839770717	0.02867920069024605	0.02867920069024605	0.02867920069024605
0.03	0.03	0.03125921421772519	0.03375109152401828	0.03375109152401828	0.03375109152401828
0.03	0.03	0.03210845546181296	0.031490593994548746	0.031490593994548746	0.031490593994548746
0.03	0.03	0.031660884200829034	0.03517293985839542	0.03517293985839542	0.03517293985839542
0.03	0.03	0.0307003092587147	0.032792333876397226	0.032792333876397226	0.032792333876397226
0.03	0.03	0.027749327274137224	0.025780263605814226	0.025780263605814226	0.025780263605814226
0.03	0.03	0.032442376303360936	0.030960915980993556	0.030960915980993556	0.030960915980993556
0.03	0.03	0.030142423652037693	0.03297389704917496	0.03297389704917496	0.03297389704917496
0.03	0.03	0.03118839237222328	0.031739538925308494	0.031739538925308494	0.031739538925308494
0.03	0.03	0.02957683862474152	0.03029236165734703	0.03029236165734703	0.03029236165734703
0.03	0.03	0.028543795695655464	0.027713098952133045	0.027713098952133045	0.027713098952133045
0.03	0.03	0.029967234266973966	0.03063346477340792	0.03063346477340792	0.03063346477340792
0.03	0.03	0.03246296993505996	0.03176187741699905	0.03176187741699905	0.03176187741699905
0.03	0.03	0.029519530849632068	0.030319118882070204	0.030319118882070204	0.030319118882070204
0.03	0.03	0.032933333651178204	0.033444901043202406	0.033444901043202406	0.033444901043202406
0.03	0.03	0.027404184491930328	0.029427969360717475	0.029427969360717475	0.029427969360717475
0.03	0.03	0.030874394997205852	0.03224364895117013	0.03224364895117013	0.03224364895117013
0.03	0.03	0.03008891154242985	0.03104084294620802	0.03104084294620802	0.03104084294620802
0.03	0.03	0.03171674854710936	0.03225696652543096	0.03225696652543096	0.03225696652543096
0.03	0.03	0.03159337096582339	0.031764558534117374	0.031764558534117374	0.031764558534117374
0.03	0.03	0.030812636857619206	0.0330976791391363	0.0330976791391363	0.0330976791391363
0.03	0.03	0.028751569067204392	0.02725137462046946	0.02725137462046946	0.02725137462046946
0.03	0.03	0.02715960933837147	0.027978529413046647	0.027978529413046647	0.027978529413046647
0.03	0.03	0.02921194210173018	0.030258117032973635	0.030258117032973635	0.030258117032973635
0.03	0.03	0.02760511777429678	0.027843221343012224	0.027843221343012224	0.027843221343012224
0.03	0.03	0.027695769859533426	0.028562687916134876	0.028562687916134876	0.028562687916134876
0.03	0.03	0.029241736365024917	0.028381150828437136	0.028381150828437136	0.028381150828437136
0.03	0.03	0.029953604029697815	0.030091154122805237	0.030091154122805237	0.030091154122805237
0.03	0.03	0.030886691985894155	0.030443939177997766	0.030443939177997766	0.030443939177997766
0.03	0.03	0.03029117103144501	0.0325187337143624	0.0325187337143624	0.0325187337143624
0.03	0.03	0.027873842352294214	0.027565013499286008	0.027565013499286008	0.027565013499286008
0.03	0.03	0.03233932038966594	0.031128158773115276	0.031128158773115276	0.031128158773115276
0.03	0.03	0.03106901248699	0.032851797991009124	0.032851797991009124	0.032851797991009124
0.03	0.03	0.028495096839164805	0.031038701432505856	0.031038701432505856	0.031038701432505856
0.03	0.03	0.030996559950719125	0.032516833136023104	0.032516833136023104	0.032516833136023104
0.03	0.03	0.030535342964374764	0.032955839827682354	0.032955839827682354	0.032955839827682354
0.03	0.03	0.030222053717522027	0.03139799278741694	0.03139799278741694	0.03139799278741694
0.03	0.03	0.0359310188466892	0.036833047550696725	0.036833047550696725	0.036833047550696725
0.03	0.03	0.03016905209472428	0.030129269421972003	0.030129269421972003	0.030129269421972003
0.03	0.03	0.03105698008135071	0.03432911846602278	0.03432911846602278	0.03432911846602278
0.03	0.03	0.02771366063588325	0.02819170474392578	0.02819170474392578	0.02819170474392578
0.03	0.03	0.030935700333225184	0.03305694016341222	0.03305694016341222	0.03305694016341222
0.03	0.03	0.02921194210173018	0.02886133522369138	0.02886133522369138	0.02886133522369138
0.03	0.03	0.03049680644646877	0.033607993076906956	0.033607993076906956	0.033607993076906956
0.03	0.03	0.03015574881431932	0.02755530365234366	0.02755530365234366	0.02755530365234366
0.03	0.03	0.029490726545967696	0.025817390638814518	0.025817390638814518	0.025817390638814518
0.03	0.03	0.02873577100082671	0.025991910917276227	0.025991910917276227	0.025991910917276227
0.03	0.03	0.030075479574548022	0.03269053814592886	0.03269053814592886	0.03269053814592886
0.03	0.03	0.029286226982970873	0.026603388998718565	0.026603388998718565	0.026603388998718565
0.03	0.03	0.029490726545967696	0.028119373186767067	0.028119373186767067	0.028119373186767067
0.03	0.03	0.026789095883631722	0.026829033328071395	0.026829033328071395	0.026829033328071395
0.03	0.03	0.028608284641032176	0.02915296093353673	0.02915296093353673	0.02915296093353673
0.03	0.03	0.02922685279733898	0.030545746793519644	0.030545746793519644	0.030545746793519644
0.03	0.03	0.0289542341433212	0.02967529229927338	0.02967529229927338	0.02967529229927338
0.03	0.03	0.03368562449710651	0.03377549139663138	0.03377549139663138	0.03377549139663138
0.03	0.03	0.027695769859533426	0.027624436316188897	0.027624436316188897	0.027624436316188897
0.03	0.03	0.028012050203298576	0.028883599157143693	0.028883599157143693	0.028883599157143693
0.03	0.03	0.03080023038273259	0.030317771421714206	0.030317771421714206	0.030317771421714206
0.03	0.03	0.027641865948158467	0.028395584003265237	0.028395584003265237	0.028395584003265237
0.03	0.03	0.02989885752929217	0.03014979691200966	0.03014979691200966	0.03014979691200966
0.03	0.03	0.02901560140811659	0.027915492121979003	0.027915492121979003	0.027915492121979003
0.03	0.03	0.03011571069425418	0.03129260124139249	0.03129260124139249	0.03129260124139249
0.03	0.03	0.031212065695817713	0.02953964219643209	0.02953964219643209	0.02953964219643209
0.03	0.03	0.029967234266973966	0.028889537747327092	0.028889537747327092	0.028889537747327092
0.03	0.03	0.030509671737397003	0.0308237483162353	0.0308237483162353	0.0308237483162353
0.03	0.03	0.028046457979555465	0.02836140290977495	0.02836140290977495	0.02836140290977495
0.03	0.03	0.03151391422408235	0.03118947666158882	0.03118947666158882	0.03118947666158882
0.03	0.03	0.02747945129156999	0.027914586856585315	0.027914586856585315	0.027914586856585315
0.03	0.03	0.03063724581913806	0.02877048065106235	0.02877048065106235	0.02877048065106235
0.03	0.03	0.029967234266973966	0.030603990675899088	0.030603990675899088	0.030603990675899088
0.03	0.03	0.03015574881431932	0.02973682876262194	0.02973682876262194	0.02973682876262194
0.03	0.03	0.029732413533725223	0.030824485440603396	0.030824485440603396	0.030824485440603396
0.03	0.03	0.030062025308687883	0.029741643767096163	0.029741643767096163	0.029741643767096163
0.03	0.03	0.029760387980423984	0.02983050189294067	0.02983050189294067	0.02983050189294067
0.03	0.03	0.029030872353141265	0.030769565243811397	0.030769565243811397	0.030769565243811397
0.03	0.03	0.03138752556915394	0.030068709513747238	0.030068709513747238	0.030068709513747238
0.03	0.03	0.030649896717439506	0.027969915458106245	0.027969915458106245	0.027969915458106245
0.03	0.03	0.030264920007193153	0.031169992864262728	0.031169992864262728	0.031169992864262728
0.03	0.03	0.031694445790691236	0.03208279243373956	0.03208279243373956	0.03208279243373956
0.03	0.03	0.027533020523790953	0.028296891098631025	0.028296891098631025	0.028296891098631025
0.03	0.03	0.029605344103085685	0.030893308284370483	0.030893308284370483	0.030893308284370483
0.03	0.03	0.02797749853140921	0.02963598502718284	0.02963598502718284	0.02963598502718284
0.03	0.03	0.02662824614717565	0.028336616924908613	0.028336616924908613	0.028336616924908613
0.03	0.03	0.027422708415907708	0.026046634107790265	0.026046634107790265	0.026046634107790265
0.03	0.03	0.026485065139674607	0.029320737577493493	0.029320737577493493	0.029320737577493493
0.03	0.03	0.032349668994813154	0.030603040295972272	0.030603040295972272	0.030603040295972272
0.03	0.03	0.030837395023797023	0.032659188639477456	0.032659188639477456	0.032659188639477456
0.03	0.03	0.03125921421772519	0.025760699343104397	0.025760699343104397	0.025760699343104397
0.03	0.03	0.031570743787040126	0.02979301377026721	0.02979301377026721	0.02979301377026721
