VarFreq	VarFreqEst	SelCoefEst	SelCoefLow	SelCoefMid	SelCoefUpp
0.404	0.6942772036845667	4.476993983224044e-06	-0.010925520699710183	-0.0029015334490521886	0.005122453801605803	
