VarFreq	VarFreqEst	SelCoefEst	SelCoefLow	SelCoefMid	SelCoefUpp
0.5088	0.7188501538162209	5.475827547380985e-06	-0.019230741582508287	-0.004666388477296629	0.009897964627915024	
