TYPE	PARAM	TRUE	AVG	BIAS	LOW	AVG	UPP	COV
MISINH	a	0.03	0.027342166008812813	0.0026578339911871862	0.02309051985633649	0.027342166008812813	0.031593812161289134	0.7495
MISINH	d	0.03	0.0300578289049018	-5.782890490180215e-05	0.025466694377371455	0.0300578289049018	0.03464896343243214	0.9656
