TYPE	PARAM	TRUE	AVG	BIAS	LOW	AVG	UPP	COV
SELCOEF	0.02	0.02	0.02018468859995476	-0.0001846885999547583	0.015939959039628943	0.02018468859995476	0.024429418160280582	0.9767
SELCOEF	0.03	0.03	0.03002567199336005	-2.567199336005188e-05	0.02669368337352823	0.03002567199336005	0.03335766061319186	0.9521
SELCOEF	0.04	0.04	0.04005599408192611	-5.599408192610844e-05	0.035073502249823696	0.04005599408192611	0.04503848591402852	0.9511
