POS	AAF	SELCOEF	ISWEEPSELCOEF	ISWEEPRANK	ISWEEPAAF	ISWEEPLOC	ISWEEPRANKMEAN	ISWEEPAAFMEAN	ISWEEPLOCMEAN	ISWEEPRANKMODE	ISWEEPAAFMODE	ISWEEPLOCMODE	ISWEEPRANKMEDIAN	ISWEEPAAFMEDIAN	ISWEEPLOCMEDIAN
3999999	0.1194	0.035	0.03270972099017777	1	0.211088	3930347.18	4	0.21445999999999998	3942386.2	2	0.20994999999999997	3919026.62	5	0.219608	3955901.46
3999999	0.161	0.035	0.039172308279838725	1	0.19436000000000003	4116758.6	3	0.19343599999999994	4015077.88	3	0.18506200000000003	3989336.28	3	0.18391	3979548.7
3999999	0.341	0.035	0.03401489555158917	1	0.3606199999999999	4080938.74	1	0.36062	4080938.74	1	0.36062	4080938.74	2	0.36062	4080938.74
3999999	0.2287	0.035	0.037320004275386114	1	0.22647000000000003	3895776.9	14	0.213626	3853983.08	14	0.213626	3853983.08	18	0.20999999999999994	3833500.84
3999999	0.252	0.035	0.038127373698922766	1	0.297696	3961052.46	1	0.30061000000000004	3949380.12	1	0.297696	3961052.46	1	0.299044	3940953.64
3999999	0.2443	0.035	0.03708293539654608	1	0.272006	4143484.82	3	0.261604	4185482.18	1	0.272006	4143484.82	6	0.25261	4204163.04
3999999	0.1441	0.035	0.03347243310507205	1	0.20294399999999999	3990284.12	1	0.204174	4009871.26	3	0.207574	4019877.18	1	0.204174	4009871.26
3999999	0.301	0.035	0.035748985110045955	1	0.30881600000000003	4028233.64	2	0.309378	4027111.04	1	0.30881600000000003	4028233.64	2	0.30881600000000003	4028233.64
3999999	0.2146	0.035	0.0380299728690834	1	0.257886	3927837.04	2	0.266652	3899136.82	1	0.257886	3927837.04	11	0.25856999999999997	3861498.56
3999999	0.2277	0.035	0.03402778990582576	2	0.253608	3984350.06	2	0.245786	4049386.74	2	0.253608	3984350.06	2	0.24203	4071523.2
3999999	0.2569	0.035	0.03620976219218824	1	0.28998399999999996	4033445.94	1	0.291362	4029152.22	1	0.29136199999999995	4029152.22	1	0.290134	4019329.92
3999999	0.2576	0.035	0.03756190580636181	2	0.30411	3939468.92	5	0.314038	3918698.72	2	0.30411	3939468.92	5	0.324058	3904900.84
3999999	0.2628	0.035	0.03360819199502783	1	0.30406599999999995	4051223.46	1	0.30406599999999995	4051223.46	2	0.300106	3963491.48	1	0.30406599999999995	4051223.46
3999999	0.2153	0.035	0.03379519182523354	1	0.21090399999999998	4018311.12	2	0.214452	4049881.8	1	0.21336999999999995	3975835.8	2	0.215294	4052939.42
3999999	0.3612	0.035	0.037819120171392086	1	0.36896799999999996	4100059.38	1	0.36317	4106028.52	1	0.388872	4071079.88	1	0.36317	4106028.52
