POS	AAF	ISWEEPRANK	ISWEEPAAF	ISWEEPLOC	ISAFERANK	ISAFEAAF	ISAFELOC	SELCOEF	ISWEEPSELCOEF
3999999	0.2291	1	0.21454399999999998	3982239.64	4	0.21817799999999998	3963057.2	0.035	0.031143386911254192
3999999	0.1708	1	0.17192	4069394.6	27	0.16505399999999998	4129816.6	0.035	0.03610423181065808
3999999	0.2034	2	0.19076	3982958.68	8	0.20418599999999998	3970549.48	0.035	0.037326621433882434
3999999	0.2027	1	0.18996200000000002	4032298.98	3	0.189338	4024305.54	0.035	0.042323775824657885
3999999	0.1147	2	0.126556	4025267.88	12	0.11616999999999997	4092400.26	0.035	0.032341763112406136
3999999	0.2015	1	0.18464399999999997	3930436.9	2	0.196664	3999393.04	0.035	0.03230821173204636
3999999	0.1416	1	0.139222	4015671.62	17	0.13954200000000003	3912176.86	0.035	0.033074080916485456
3999999	0.2197	4	0.18464599999999998	4190306.5	6	0.20900000000000002	4112059.28	0.035	0.03674481147368334
3999999	0.344	1	0.30443000000000003	4099534.38	3	0.32092800000000005	4020541.98	0.035	0.034155004643161645
3999999	0.1572	3	0.14934	4016528.08	2	0.160518	4011309.56	0.035	0.031845675691291
3999999	0.3104	3	0.292568	4029800.8	6	0.281674	4007845.26	0.035	0.034877170466008245
3999999	0.2256	1	0.22748000000000002	4036980.86	7	0.219912	4068265.26	0.035	0.03717959630315835
3999999	0	0	0.24957000000000001	4005655.38	0	0.246824	3991334.12	0.035	0.03284462958595561
3999999	0.2543	1	0.254112	3999497.72	11	0.25266200000000005	3975322.52	0.035	0.03340864446240494
3999999	0.1585	1	0.15366999999999997	4039925.78	4	0.15421800000000002	4035246.34	0.035	0.03271472858920169
3999999	0.3292	8	0.31333	4052472.22	15	0.309222	3958445.78	0.035	0.03376538446070878
3999999	0.1963	1	0.19901799999999994	3997847.2	7	0.19760599999999998	4004282.5	0.035	0.036081744889118535
3999999	0.4147	7	0.36529000000000006	3990061.82	6	0.393404	3947554.62	0.035	0.0340491189903383
3999999	0.1288	1	0.132856	3816072.7	0	0.12345600000000001	3796112.08	0.035	0.0303653406492065
3999999	0.1411	1	0.161478	4059555.08	8	0.16592800000000005	4047008.3	0.035	0.026657875395821054
3999999	0.1149	2	0.12512399999999999	3859706.58	10	0.119804	3900710.52	0.035	0.03089798393344618
3999999	0.1874	27	0.16794800000000001	3897993.18	18	0.154334	3840438.3	0.035	0.03665751326154166
3999999	0.1192	1	0.13555	3990599.84	1	0.125214	4018543.02	0.035	0.032140712346770586
3999999	0.1182	3	0.122904	3965101.26	0	0.101636	3872913.2	0.035	0.030685039030735294
3999999	0.1363	1	0.13576999999999997	3928736.9	4	0.1418	4117009.58	0.035	0.035621366728179386
3999999	0.2345	13	0.200212	4193521.38	2	0.23010000000000005	4023617.04	0.035	0.03576699889443479
3999999	0.161	3	0.156886	3886623.88	1	0.142096	3964326.0	0.035	0.03321497234756181
3999999	0.121	1	0.126832	4017448.38	2	0.124802	4008728.14	0.035	0.03814822102327793
3999999	0.3408	1	0.33783	3978817.38	13	0.33011199999999996	3945103.54	0.035	0.03147313856981095
3999999	0.1248	1	0.132526	4055172.22	5	0.153728	4000808.92	0.035	0.033714562133604575
3999999	0.4715	45	0.4148160000000001	3930788.82	8	0.453114	3970395.18	0.035	0.031629246014076545
3999999	0.1719	1	0.17479200000000003	4008553.4	4	0.172032	3999560.2	0.035	0.034540659057303066
3999999	0.1585	1	0.152636	3975024.34	6	0.160278	4024983.66	0.035	0.03293365835370326
3999999	0.1244	1	0.136282	3973520.42	3	0.144334	4001548.72	0.035	0.032237587213557864
3999999	0.2796	1	0.25613199999999997	3980942.72	12	0.26023199999999996	3959518.52	0.035	0.03810334074122046
3999999	0.1945	1	0.182878	3920809.64	4	0.183506	3926468.38	0.035	0.03162925933265415
3999999	0.1885	1	0.18673800000000004	3943015.04	1	0.17868399999999998	3975156.94	0.035	0.03175403837419073
3999999	0.168	1	0.16172799999999998	4080151.76	6	0.169088	4009948.48	0.035	0.03772016607420338
3999999	0.159	3	0.14316	4065299.9	7	0.143408	4139278.06	0.035	0.0337909141232185
3999999	0	0	0.14849	3951329.1	0	0.14340199999999997	3906845.52	0.035	0.03347751966125665
3999999	0.3739	1	0.36111000000000004	4053181.9	6	0.351256	4078578.38	0.035	0.03336459196764781
3999999	0.2764	4	0.272438	3948251.24	2	0.27537599999999995	4009973.96	0.035	0.03335481287379789
3999999	0.3161	1	0.294792	4081697.64	17	0.285526	4103890.3	0.035	0.03297444008052913
3999999	0.1823	1	0.18798999999999996	4023858.44	1	0.18281000000000003	4049116.02	0.035	0.032548116966124155
3999999	0.1443	1	0.14	4099795.84	4	0.150634	4062166.66	0.035	0.0307241597300682
3999999	0.2398	1	0.22775799999999996	3982537.8	2	0.22954	3922089.3	0.035	0.03482681121491794
3999999	0.2934	8	0.29130799999999996	3998879.82	2	0.28772800000000004	3986089.98	0.035	0.031393227406364216
3999999	0.1633	2	0.150362	4166754.26	2	0.152194	4098443.62	0.035	0.03751275668883703
3999999	0.1666	2	0.147974	4102997.04	2	0.16940800000000003	4012225.84	0.035	0.035070383362571615
3999999	0.132	4	0.13709	3961966.7	5	0.134638	3954631.96	0.035	0.028762925883183296
