SELCOEF	ISWEEPSELCOEF	CLUESSELCOEF	CLUESSELCOEFSMALLSAMP
0.025	0.026643466686716934	0.0027709960937500003	0.005078125000000001
0.025	0.02514355261794236	0.00545654296875	0.0047607421875
0.025	0.025986002534642897	0.0038208007812499997	0.0038818359375
0.025	0.02520831853093914	0.005175781250000001	0.0025390625000000005
0.025	0.02563381400628814	0.00302734375	0.00302734375
0.025	0.024489681442273068	0.004931640625000001	0.004199218750000001
0.025	0.026317790421545553	0.004052734375	0.003857421875
0.025	0.02537104662216874	0.007958984374999999	0.0041748046875
0.025	0.026364396069314355	0.007324218750000002	0.00400390625
0.025	0.025950301201118842	0.00361328125	0.0035400390625
0.025	0.027652239515116202	0.0037597656249999997	0.0028076171875000004
0.025	0.02665596897596834	0.0055297851562500005	0.00379638671875
0.025	0.026180503920519006	0.00634765625	0.0052734375
0.025	0.02486197831378226	0.0032104492187500005	0.004833984375000001
0.025	0.024864185792768684	0.0056396484375	0.005322265625
0.025	0.023836153198051057	0.004931640625000001	0.0051635742187500005
0.025	0.026753303010635377	0.005541992187500001	0.005322265625
0.025	0.02356993642052217	0.0041748046875	0.0042480468750000005
0.025	0.024998336426579303	0.00452880859375	0.005175781250000001
0.025	0.02879207822335822	0.00576171875	0.02353515625
0.025	0.026593068015547693	0.0028930664062500003	0.004589843750000001
0.025	0.027400077050434637	0.0078125	0.016699218749999994
0.025	0.028455844796431498	0.004602050781250001	0.007421875
0.025	0.02563116627497942	0.006542968750000001	0.019335937500000004
0.025	0.02461917306165289	0.0034912109375	0.0038330078125
0.025	0.025514756902525953	0.00379638671875	0.0030029296875
0.025	0.023903557400892433	0.0044921875000000005	0.004687500000000001
0.025	0.02802276909809209	0.00391845703125	0.0037597656249999997
0.025	0.02731184099856929	0.0038330078125	0.00625
0.025	0.026313763174127522	0.007861328125	0.011279296875
0.025	0.0225475439270641	0.005419921875000001	0.00428466796875
0.025	0.025710551517447753	0.004296875	0.004980468750000001
0.025	0.0241606636497617	0.0053955078125	0.00477294921875
0.025	0.023584003680358134	0.0038818359375	0.0051513671875
0.025	0.025309295213573575	0.00478515625	0.003955078125
0.025	0.029006623823712212	0.004980468750000001	0.006909179687500001
0.025	0.026330192558449973	0.0035644531250000003	0.004199218750000001
0.025	0.024704571626232446	0.002978515625	0.004858398437500001
0.025	0.026397519810854798	0.003857421875	0.005175781250000001
0.025	0.024777472837825647	0.0035034179687500003	0.00433349609375
0.025	0.023546109728121493	0.0038818359375	0.005102539062500001
0.025	0.026633718853266736	0.007470703125000001	0.005078125000000001
0.03	0.02973751445395277	0.0059814453125	0.00537109375
0.03	0.03170823444689111	0.009814453125	0.0578125
0.03	0.03083435780495448	0.00330810546875	0.0045532226562500005
0.03	0.029845462832704363	0.004699707031250001	0.005078125000000001
0.03	0.028725196870748416	0.00703125	0.006005859375
0.03	0.02957398606301128	0.0047973632812500005	0.005615234375000001
0.03	0.031758258001157766	0.0069213867187499995	0.004833984375000001
0.03	0.02907597741341593	0.004443359375000001	0.004638671875000001
0.03	0.031132341827724022	0.00693359375	0.004687500000000001
0.03	0.031585476373405676	0.00408935546875	0.004809570312500001
0.03	0.029358648022108635	0.00377197265625	0.004833984375000001
0.03	0.03025349162840745	0.007275390625000001	0.005566406250000001
0.03	0.02946599899036235	0.00404052734375	0.003466796875
0.03	0.028928894054899106	0.0029296875	0.007080078125
0.03	0.026392771272151182	0.004748535156250001	0.0051513671875
0.03	0.02845146185399597	0.00625	0.006298828125
0.03	0.03182835822376148	0.004614257812500001	0.009704589843750003
0.03	0.02897184382674868	0.004150390625	0.0045166015625
0.03	0.03107962722870994	0.004833984375000001	0.006298828125
0.03	0.02964742416449143	0.00537109375	0.005065917968750001
0.03	0.030145870592167986	0.005322265625	0.0038818359375
0.03	0.03243630353417769	0.0042724609375	0.0033447265625000003
0.03	0.02913120694016461	0.0030029296875	0.004260253906250001
0.03	0.02999421125114662	0.003515625	0.005908203125
0.03	0.028060559425660873	0.00478515625	0.003369140625
0.03	0.03230794979124825	0.00611572265625	0.005590820312500001
0.03	0.030208239971606172	0.004199218750000001	0.00537109375
0.03	0.030842038697972893	0.013500976562500001	0.005175781250000001
0.03	0.02963568237483422	0.0033935546875	0.00452880859375
0.03	0.028600464531719185	0.0060546875	0.0027343750000000003
0.03	0.028010039318799054	0.004931640625000001	0.0042480468750000005
0.03	0.02989849196262382	0.0043701171875	0.004211425781250001
0.03	0.029409879409644044	0.0039306640625	0.00478515625
0.03	0.029904214269439473	0.00330810546875	0.00478515625
0.03	0.028999007330987456	0.0038696289062500003	0.00439453125
0.03	0.028965191861728194	0.002978515625	0.00472412109375
0.03	0.02769623410047998	0.0037841796875	0.0158203125
0.03	0.027952715951320168	0.003515625	0.004199218750000001
0.03	0.028708587940456446	0.004199218750000001	0.0035644531250000003
0.03	0.03327089011940944	0.0041259765625	0.004882812500000001
0.03	0.028931888246322444	0.0054931640625	0.0025512695312500007
0.03	0.02976437686435216	0.00389404296875	0.0041259765625
0.03	0.03085754637060438	0.0032714843750000005	0.0033935546875
0.03	0.029015867295389186	0.0033203125000000003	0.006005859375
0.03	0.02684953212297078	0.004260253906250001	0.00472412109375
0.03	0.03054890831515463	0.0034667968750000007	0.00595703125
0.03	0.02926710204173086	0.00574951171875	0.0035644531250000003
0.03	0.0296261268144601	0.0016845703125	0.003979492187499999
0.03	0.029026874632204797	0.005090332031250001	0.0033203125000000003
0.03	0.03140137209006561	0.001025390625	0.004956054687500001
0.03	0.029396762991509146	0.004687500000000001	0.0076171875
0.03	0.02998065521636535	0.006176757812500001	0.00673828125
0.03	0.029365930441153047	0.00404052734375	0.004614257812500001
0.03	0.031034500274417832	0.009667968750000002	0.012109374999999997
0.03	0.029076714379919332	0.005688476562500001	0.0046630859375
0.03	0.027890553860466166	0.009228515625000003	0.008398437499999998
0.03	0.027170661512206703	0.003515625	0.007080078125
0.03	0.02925692042484315	0.004614257812500001	0.0035766601562500005
0.03	0.02993744492669385	0.004638671875000001	0.00380859375
0.03	0.030684693483218492	0.010693359375	0.00771484375
0.03	0.028180290663989555	0.0041259765625	0.0044921875000000005
0.03	0.02800631483238148	0.004345703125	0.0060546875
0.03	0.031273023840162756	0.0036376953125	0.004345703125
0.03	0.029007824995569944	0.009375000000000001	0.0035644531250000003
0.03	0.02963448538550695	0.00380859375	0.005615234375000001
0.03	0.031109479375533045	0.0066162109375	0.0053466796875
0.03	0.031708902356986236	0.004541015625	0.00379638671875
0.03	0.028949614337969935	0.0034545898437499997	0.004321289062500001
0.03	0.030825151119478058	0.0035644531250000003	0.0072998046875
0.03	0.028309603126426698	0.0029541015625	0.003955078125
0.03	0.029928458443300537	0.0029296875	0.0030761718750000003
0.03	0.030538997736371972	0.0031494140625	0.00380859375
0.03	0.030764965869166654	0.004687500000000001	0.006054687500000001
0.03	0.02869288991677481	0.0043090820312500005	0.0044921875000000005
0.03	0.027976121353753665	0.00478515625	0.004711914062500001
0.03	0.029909953745363507	0.0049072265625	0.004650878906250001
0.03	0.03050173028260114	0.0034912109375	0.0068603515625
0.03	0.030582582868893076	0.002978515625	0.004833984375000001
0.03	0.029065862027430084	0.005859375	0.0043701171875
0.03	0.03276394727281331	0.00318603515625	0.0052246093750000005
0.03	0.028764125999599193	0.0030517578125	0.00394287109375
0.03	0.03090929295146288	0.004833984375000001	0.004199218750000001
0.03	0.03231998427264145	0.0030883789062500005	0.00360107421875
0.03	0.030613764917926292	0.005090332031250001	0.00377197265625
0.03	0.03160213157069565	0.00341796875	0.0043701171875
0.03	0.031529094264953074	0.006884765625000001	0.00859375
0.03	0.031141046453983027	0.0059814453125	0.0034912109375
0.03	0.029211766960992203	0.00439453125	0.0043701171875
0.03	0.028485981535474353	0.004931640625000001	0.0060546875
0.03	0.029822719982799988	0.005297851562500001	0.0033203125000000003
0.03	0.029294804320120178	0.00380859375	0.0041259765625
0.03	0.03579666216953491	0.0087646484375	0.024804687500000002
0.03	0.026722978463091757	0.005444335937500001	0.0038696289062500003
0.03	0.025451899389425076	0.0037475585937499995	0.0027832031250000005
0.03	0.026652919077178375	0.00478515625	0.0049194335937500005
0.03	0.031188365681922747	0.0044189453125	0.0052734375
0.03	0.029476199301726264	0.0036376953125	0.003979492187499999
0.03	0.03028441228090302	0.00830078125	0.016015625
0.03	0.02793270360930554	0.01572265625	0.04736328125
0.03	0.028921036386293585	0.007763671875000002	0.00791015625
0.03	0.028434391881425332	0.004443359375000001	0.005664062500000001
0.03	0.02984344486250151	0.0027954101562500007	0.0032958984375000004
0.03	0.03117906174952976	0.013378906250000001	0.05673828125
0.03	0.028839577918796114	0.006152343750000001	0.008984375
0.03	0.027780685439998606	0.0234375	0.036035156250000006
0.03	0.02552490694338759	0.04550781250000001	0.1
0.03	0.03218150279592089	0.008447265625000002	0.0060546875
0.03	0.030186125834439137	0.01669921875	0.1
0.03	0.03270776903328744	0.01708984375	0.07744140625000001
0.03	0.03005290434000301	0.007861328125	0.00908203125
0.03	0.03208669737557027	0.003955078125	0.019433593750000006
0.03	0.025833116035236643	0.01201171875	0.005761718749999999
0.03	0.031182397825939435	0.0044921875000000005	0.005908203125
0.03	0.03198287371477424	0.004614257812500001	0.00673828125
0.03	0.03441665492838235	0.009692382812500002	0.005664062500000001
0.03	0.03413870173789661	0.004565429687500001	0.00703125
0.03	0.03111986429310122	0.013037109375000001	0.007128906250000001
0.03	0.02992080190243473	0.0045166015625	0.003173828125
0.03	0.03314884306327269	0.004882812500000001	0.005102539062500001
0.03	0.02885913016821726	0.015380859375000003	0.043847656250000006
0.03	0.030240585225420082	0.00400390625	0.0069580078125
0.03	0.029839069318290598	0.007763671875	0.021875000000000002
0.03	0.03177910514284961	0.004589843750000001	0.01748046875
0.03	0.03271406071845024	0.004467773437500001	0.0062255859375
0.03	0.029499001999721348	0.00343017578125	0.010205078125000003
0.03	0.02914287763974385	0.006542968750000001	0.004980468750000001
0.03	0.032684727287517354	0.004345703125	0.009863281250000001
0.03	0.031711280033591895	0.0060546875	0.018554687500000003
0.03	0.0319779131041093	0.0080078125	0.0154296875
0.03	0.03181946214211003	0.004321289062500001	0.013623046875
0.03	0.03476018748618296	0.0052734375	0.006835937500000001
0.03	0.029213999135238682	0.00452880859375	0.008251953125
0.03	0.03137477715138738	0.004833984375000001	0.013281250000000001
0.03	0.03411642540572377	0.009179687500000002	0.00380859375
0.03	0.029059293858836384	0.00380859375	0.004687500000000001
0.03	0.031229686835638638	0.008398437500000001	0.008398437500000001
0.03	0.02859417829360235	0.0054931640625	0.0056396484375
0.03	0.030222713531784125	0.007128906250000001	0.012890625000000001
0.03	0.03138161331623636	0.007067871093750001	0.006518554687500001
0.03	0.028560775876812716	0.008251953125	0.0022460937500000003
0.03	0.032257900555800016	0.0080078125	0.0071777343750000005
0.03	0.028934838797217578	0.00693359375	0.009179687500000002
0.03	0.03230749448587334	0.005627441406250001	0.006982421875
0.03	0.03420983733420984	0.002978515625	0.0032958984375000004
0.03	0.03385239824285747	0.00771484375	0.0330078125
0.03	0.029655853620188112	0.010449218750000001	0.0125
0.03	0.030264565367230056	0.0041259765625	0.0044921875000000005
0.03	0.030601862851462047	0.005187988281250001	0.0032958984375000004
0.03	0.02973991520798308	0.008496093750000001	0.01376953125
0.03	0.033020239082236114	0.008496093750000001	0.0076171875
0.03	0.029882953631548158	0.00478515625	0.017578125
0.03	0.028578274110354247	0.007055664062500001	0.0063720703125
0.03	0.027231036464846238	0.010839843750000001	0.0126953125
0.03	0.0316578655803385	0.020800781250000004	0.1
0.03	0.030562019028858703	0.00439453125	0.0052734375
0.03	0.02838934562794839	0.015234375000000003	0.00693359375
0.03	0.028509905704962105	0.0076171875	0.03583984375
0.03	0.026106810202461188	0.007080078125	0.1
0.03	0.029857556281908514	0.009033203125	0.01259765625
0.03	0.03060128848596226	0.004345703125	0.00791015625
0.03	0.029156686722873963	0.0023437500000000003	0.004882812500000001
0.03	0.030067564737377057	0.0114990234375	0.019140625
0.03	0.032339082158491655	0.009301757812500002	0.011669921875
0.03	0.02695003365255853	0.01162109375	0.005566406250000001
0.03	0.030618779634417885	0.009973144531250002	0.0039306640625
0.03	0.02984617543312816	0.003369140625	0.004980468750000001
0.03	0.031843699920924375	0.00379638671875	0.006640625000000001
0.03	0.027495009454175975	0.0076171875	0.0251953125
0.03	0.028908435877627824	0.006567382812500001	0.007421875
0.03	0.030122264451568286	0.00673828125	0.008056640625
0.03	0.03188441985190262	0.0089599609375	0.0115234375
0.03	0.029042283952391112	0.0069580078125	0.016796875000000003
0.03	0.0319566333043973	0.0059814453125	0.007031250000000001
0.03	0.02989507376651651	0.003955078125	0.00595703125
0.03	0.028449522982799635	0.010400390625000002	0.00732421875
0.03	0.031127798892303216	0.004858398437500001	0.005810546875
0.03	0.030138282826611216	0.004199218750000001	0.007763671875
0.03	0.03319363978837724	0.004589843750000001	0.005859375000000001
0.03	0.030065416900623178	0.0063232421875	0.00440673828125
0.03	0.027857631349591384	0.0212890625	0.1
0.03	0.03082707535713609	0.005126953125000001	0.0111572265625
0.03	0.02872911588420489	0.00625	0.010644531250000002
0.03	0.030188049342269076	0.00830078125	0.004638671875000001
0.03	0.030017353597404536	0.008422851562500002	0.005664062500000001
0.03	0.029814375236016454	0.0054687500000000005	0.028515625000000003
0.03	0.031022674353270073	0.00576171875	0.006005859375
0.03	0.028914263452101716	0.006835937500000001	0.00673828125
0.03	0.03440627324472749	0.004882812500000001	0.0037841796875
0.03	0.026580690868818587	0.006005859375	0.006152343749999999
0.03	0.031991062068890505	0.0062011718750000005	0.007861328125
0.03	0.031803520816898315	0.0052734375	0.008056640625
0.03	0.031457651584800225	0.0073730468750000016	0.0036376953125
0.035	0.03096401998635109	0.027832031250000007	0.0341796875
0.035	0.03527740207245901	0.0041748046875	0.009472656250000001
0.035	0.03484463505519566	0.00576171875	0.004687500000000001
0.035	0.040981894747516304	0.013085937500000002	0.040429687500000006
0.035	0.036248813460281734	0.005566406250000001	0.009716796875000003
0.035	0.035523512889154014	0.00914306640625	0.00595703125
0.035	0.03448729319689083	0.012402343750000001	0.019824218750000004
0.035	0.03270972099017777	0.0074707031249999995	0.064453125
0.035	0.039172308279838725	0.0076171875	0.0712890625
0.035	0.03401489555158917	0.004809570312500001	0.006591796875000001
0.035	0.037320004275386114	0.00537109375	0.006982421875
0.035	0.038127373698922766	0.010888671875000002	0.1
0.035	0.03708293539654608	0.00673828125	0.005078125000000001
0.035	0.03347243310507205	0.007421875	0.01396484375
0.035	0.035748985110045955	0.00673828125	0.013720703125
0.035	0.03402778990582576	0.0052246093750000005	0.00869140625
0.035	0.03620976219218824	0.005615234375000001	0.0062011718750000005
0.035	0.03756190580636181	0.00791015625	0.009765625000000002
0.035	0.03360819199502783	0.008886718750000001	0.005517578125
0.035	0.03379519182523354	0.0042480468750000005	0.0060546875
0.035	0.037819120171392086	0.00400390625	0.00869140625
0.035	0.034997344132647976	0.003857421875	0.004443359375000001
0.035	0.03599420691087341	0.00352783203125	0.00673828125
0.035	0.037743083207267894	0.014453125	0.0646484375
0.035	0.0328625074914602	0.004199218750000001	0.008398437500000001
0.035	0.03850772824597825	0.007128906250000001	0.012792968749999998
0.035	0.03726102815461168	0.007519531249999999	0.01416015625
0.035	0.03575105193052464	0.005200195312500001	0.005541992187500001
0.035	0.035011598663282344	0.010327148437500001	0.008447265625000002
0.035	0.0303878158075392	0.008203125	0.01904296875
0.035	0.03578347303557871	0.0085693359375	0.005688476562500001
0.035	0.040814101933275636	0.02890625	0.09580078125
0.035	0.03905584743211191	0.009912109375000002	0.011132812500000002
0.035	0.029642366638182	0.008251953125	0.0095703125
0.035	0.03396832714705282	0.015625	0.017187499999999998
0.035	0.033081912149596174	0.009692382812500002	0.010839843750000001
0.035	0.03559989610342772	0.00865478515625	0.007128906250000001
0.035	0.03463734747089374	0.0054687500000000005	0.015624999999999998
0.035	0.03272306588164076	0.007324218750000002	0.008496093750000001
0.035	0.03711105179247115	0.009179687500000002	0.0212890625
0.035	0.030897959340159188	0.013085937500000002	0.009179687500000002
0.035	0.03516898331683458	0.005078125000000001	0.010351562500000001
0.035	0.037879683694476994	0.0076171875	0.07382812500000002
0.035	0.03439641051813278	0.01080322265625	0.0072265625
0.035	0.03854207275582246	0.006494140625	0.003979492187499999
0.035	0.03874135840968836	0.009863281250000001	0.0071777343750000005
0.035	0.032549762633951256	0.006787109375	0.0931640625
0.035	0.03566996015651107	0.0114990234375	0.020019531250000007
0.035	0.04060417279500345	0.01611328125	0.0140625
0.035	0.03544263164992913	0.0064453125000000005	0.012695312499999997
0.035	0.03660522703218929	0.009375000000000001	0.03017578125
0.035	0.03449389659735658	0.003979492187499999	0.00411376953125
0.035	0.03275096670526557	0.00576171875	0.013183593749999998
0.035	0.03482267583108682	0.007128906250000001	0.009521484375
0.035	0.03554841600864125	0.017578125	0.019140625
0.035	0.03307086103298936	0.0062011718750000005	0.0087890625
0.035	0.03436846121329633	0.009997558593750004	0.004223632812500001
0.035	0.03667964293086544	0.005517578125000001	0.011279296875
0.035	0.0329886627741553	0.004443359375000001	0.008203125
0.035	0.034455288081567885	0.01064453125	0.01708984375
0.035	0.031261957642781155	0.009375000000000001	0.05585937500000001
0.035	0.03425424404037173	0.0062011718750000005	0.0057128906250000005
0.035	0.03339937290975908	0.0138671875	0.08857421875000002
0.035	0.03574135690032658	0.010888671875000002	0.010888671875000002
0.035	0.03574819668387246	0.004199218750000001	0.010253906250000002
0.035	0.0347806249197498	0.009252929687500001	0.005688476562500001
0.035	0.03772698824421789	0.0035888671875000003	0.005664062500000001
0.035	0.03656098486924042	0.010473632812500001	0.009277343750000002
0.035	0.0358023996725874	0.00576171875	0.003955078125
0.035	0.03379811380331586	0.005126953125000001	0.005859375
0.035	0.035113001503672796	0.00380859375	0.0057128906250000005
0.035	0.03362852485884477	0.015039062499999999	0.1
0.035	0.03547010473389171	0.0052246093750000005	0.007055664062500001
0.035	0.03937995578186628	0.00634765625	0.004443359375000001
0.035	0.034625583805246746	0.004443359375000001	0.0044921875
0.035	0.03705216460308166	0.0052246093750000005	0.007568359375
0.035	0.03375484161619264	0.0064453125000000005	0.015624999999999998
0.035	0.04022901263698758	0.01201171875	0.022460937500000003
0.035	0.03462944229568286	0.00576171875	0.0025390625000000005
0.035	0.038086746403140345	0.012109375	0.04951171875
0.035	0.03731153182936054	0.006933593750000001	0.005004882812500002
0.035	0.031712761461254256	0.007128906250000001	0.022460937499999993
0.035	0.03429183732327737	0.00618896484375	0.0070556640625
0.035	0.0355641694899836	0.008496093750000001	0.010253906250000002
0.035	0.03635063686916867	0.007421875000000001	0.0085693359375
0.035	0.03502831822217468	0.006640625000000001	0.010351562500000001
0.035	0.03830892894860109	0.02841796875	0.013183593749999991
0.035	0.03443373388915395	0.009765625000000002	0.09365234375
0.035	0.03570647382697212	0.00537109375	0.00693359375
