POS	AAF	ISWEEPRANK	ISWEEPAAF	ISWEEPLOC	ISAFERANK	ISAFEAAF	ISAFELOC	SELCOEF	ISWEEPSELCOEF
3999999	0.1605	1	0.1384	3994976.92	8	0.169072	3920968.3	0.03	0.03316214282047314
3999999	0.4368	1	0.41571199999999997	4045104.08	2	0.420128	4031561.74	0.03	0.028348049336353768
3999999	0.3875	1	0.4101600000000001	3997839.84	7	0.39653799999999995	4040114.72	0.03	0.02790056907056879
3999999	0.3727	1	0.37427	3953244.68	2	0.372672	3926646.56	0.03	0.029713037159585672
3999999	0	0	0.7000820000000002	3977672.94	0	0.6538780000000002	3974629.36	0.03	0.031714662863981745
3999999	0.338	1	0.36160999999999993	3959868.7	1	0.34416199999999997	3995386.2	0.03	0.037195133635204575
3999999	0.2266	1	0.24930400000000003	4015641.52	1	0.257716	4016028.74	0.03	0.028300105685968822
3999999	0.3797	1	0.375202	4044799.52	1	0.37785599999999997	4047872.14	0.03	0.03398770784083573
3999999	0.4638	1	0.45400799999999997	3956683.3	1	0.4550880000000001	3950541.08	0.03	0.028997021608575917
3999999	0.5055	1	0.479826	4033863.86	1	0.4900679999999999	3983032.2	0.03	0.03039351276693778
3999999	0.7114	1	0.659088	3990306.18	1	0.6599160000000001	3949079.54	0.03	0.033733899575902865
3999999	0.4801	1	0.46791000000000005	4017341.96	1	0.469688	4034683.98	0.03	0.027996396659970793
3999999	0.2312	1	0.243132	3979282.88	3	0.252464	3855252.62	0.03	0.0334217408520973
3999999	0.1942	2	0.16395800000000002	4100083.4	2	0.160254	4077106.24	0.03	0.03853249799392533
3999999	0.2565	1	0.276948	4076663.42	5	0.27799399999999996	4089776.48	0.03	0.023208409685685886
3999999	0.1316	1	0.1426	4044626.56	6	0.14411	3727302.56	0.03	0.03487165067152525
3999999	0.3905	1	0.406434	4046212.88	13	0.38672000000000006	4148160.92	0.03	0.029584625418962784
3999999	0.5277	19	0.48752799999999996	4067473.22	1	0.5129339999999999	4014061.16	0.03	0.03328178279814492
3999999	0.1943	2	0.21554199999999998	3925004.9	2	0.24208599999999997	3995660.14	0.03	0.033024861216287275
3999999	0.1112	1	0.25518799999999997	4028037.56	1	0.38163600000000003	4037580.4	0.03	0.030325470597435532
3999999	0.4606	1	0.44084600000000007	4005592.92	1	0.429154	3992793.42	0.03	0.030189009319825582
3999999	0.5576	1	0.580754	3972816.66	1	0.578872	3985337.8	0.03	0.031184865123860886
3999999	0.3337	1	0.323396	4072208.38	1	0.3234540000000001	4057877.94	0.03	0.02752056394899832
3999999	0.2509	1	0.268336	4035910.12	1	0.26574	4012751.74	0.03	0.0327423505143901
3999999	0.2254	2	0.236076	4056301.02	6	0.262044	4067468.26	0.03	0.0319485297857464
3999999	0.4457	1	0.45788600000000007	3994271.32	2	0.45552	3980279.94	0.03	0.0320499308650171
3999999	0.2247	1	0.20030000000000003	3981369.26	1	0.20796800000000001	4036150.62	0.03	0.0273520830022118
3999999	0.4856	2	0.46320400000000006	4125380.26	3	0.46440000000000003	4133489.54	0.03	0.02837676679804344
3999999	0.5296	1	0.506718	4044732.8	1	0.504938	4056502.16	0.03	0.0363014883750787
3999999	0.7387	1	0.7201339999999999	4032484.48	1	0.6555219999999999	3954505.24	0.03	0.03184081500662291
3999999	0.3843	1	0.41244800000000004	4018732.74	2	0.3972880000000001	4123674.62	0.03	0.026546761707094746
3999999	0.3049	1	0.283504	4096366.4	1	0.274642	4107323.9	0.03	0.029336464963774254
3999999	0.4264	1	0.43431600000000004	4007724.8	2	0.427266	3895074.1	0.03	0.03082157361424534
3999999	0.1662	1	0.18598999999999993	4016686.74	1	0.262886	3954656.72	0.03	0.03268479314700089
3999999	0.7331	2	0.7104499999999999	3992750.0	2	0.7016659999999999	3980181.2	0.03	0.0304001492085337
3999999	0.5567	1	0.56341	4015277.96	2	0.547008	4011995.48	0.03	0.029729209452734717
3999999	0.5072	1	0.528058	4033955.86	3	0.507922	4055961.1	0.03	0.02869952277163038
3999999	0.5101	1	0.5426340000000001	3985023.38	1	0.539588	3983666.26	0.03	0.026189368129691706
3999999	0.5868	1	0.5370860000000001	4044788.74	2	0.51932	4109835.06	0.03	0.025538064632199077
3999999	0.4154	1	0.37832800000000005	3974209.36	1	0.38643	3987292.72	0.03	0.029816540501576824
3999999	0.1154	1	0.159406	3975415.52	1	0.167224	3984707.14	0.03	0.033897308486409164
3999999	0.3304	1	0.304768	4084765.48	1	0.308756	3982307.3	0.03	0.026785773963400646
3999999	0.1877	1	0.19394000000000003	3912598.44	1	0.19625000000000004	3908135.74	0.03	0.0316014171508199
3999999	0.1175	1	0.159224	4070321.48	3	0.157932	4040946.94	0.03	0.02961674016785227
3999999	0.1681	2	0.20029600000000003	3929027.76	1	0.22352999999999998	3963530.18	0.03	0.02371437534036228
3999999	0.6251	1	0.612736	3960072.2	1	0.5954659999999999	3980250.12	0.03	0.03110378773928494
3999999	0.2227	1	0.23359200000000002	3977119.74	2	0.24579600000000001	3927922.26	0.03	0.025341174177132532
3999999	0.3015	1	0.30997	4006267.74	1	0.289176	4004002.24	0.03	0.03484198364106213
3999999	0.7401	1	0.700554	4085204.06	1	0.71308	4070374.16	0.03	0.030148840150626507
3999999	0.4002	1	0.381824	3953572.66	1	0.367458	4008742.9	0.03	0.032855684644043245
3999999	0.8846	6	0.8574520000000001	3928405.72	1	0.874688	3954050.16	0.03	0.03437068680386352
3999999	0.5459	2	0.5162160000000001	3969224.6	2	0.523292	3948349.28	0.03	0.030144363413601834
3999999	0.6067	1	0.568928	3965944.42	1	0.5631959999999999	3960456.72	0.03	0.030197722713549716
3999999	0.1211	2	0.154134	4052182.24	8	0.260382	4220029.5	0.03	0.02398569390737007
3999999	0.4334	1	0.434924	4048660.92	1	0.422326	4049796.98	0.03	0.03278672059349772
3999999	0.5924	1	0.570902	3948084.1	1	0.566076	3954106.1	0.03	0.030320760221116246
3999999	0.5133	1	0.50579	3999179.88	1	0.490336	3970686.8	0.03	0.024168474824058813
3999999	0.3411	2	0.345676	4038984.64	4	0.35156	4048964.56	0.03	0.02496820141378466
3999999	0.5359	1	0.49829	4031174.24	1	0.53548	4025165.78	0.03	0.029820113374716607
3999999	0.8941	1	0.7737360000000001	3940012.56	1	0.8398660000000001	3981265.28	0.03	0.02798745943405481
3999999	0.408	1	0.43012200000000006	3956659.38	4	0.42526800000000003	3938632.4	0.03	0.02892449817835241
3999999	0.1837	1	0.18740400000000002	3914645.9	12	0.204052	3915416.8	0.03	0.030503908208763947
3999999	0.5745	1	0.5950500000000001	3970979.4	1	0.602614	3981784.62	0.03	0.03409766637865348
3999999	0.5798	1	0.572846	4017047.9	1	0.558754	4043877.64	0.03	0.0339425834758646
3999999	0.7048	1	0.6951120000000001	4051985.4	1	0.6983660000000002	3994350.64	0.03	0.02774304664373599
3999999	0.8108	1	0.755472	4049635.38	1	0.8016560000000001	4010071.78	0.03	0.03164928868228621
3999999	0.8873	2	0.8131559999999999	4052113.64	1	0.845958	3917829.44	0.03	0.02517435092545794
3999999	0.6993	1	0.696666	4024578.06	1	0.6872639999999999	4042472.62	0.03	0.03152791180801303
3999999	0.3472	1	0.33912800000000004	3973115.66	1	0.3474820000000001	4001427.3	0.03	0.028159757672925785
3999999	0.665	2	0.6179079999999999	4021575.84	1	0.652832	4003917.38	0.03	0.02102403113605422
3999999	0.8637	1	0.770652	4077925.5	1	0.7148840000000001	4128442.0	0.03	0.02952878189395994
3999999	0.6938	1	0.690224	4051385.24	3	0.68112	4082361.56	0.03	0.0324834245902501
3999999	0.402	1	0.40385200000000004	3936903.26	1	0.384642	3908808.58	0.03	0.024759225029453255
3999999	0.5472	1	0.591788	4016970.34	1	0.607556	4011585.96	0.03	0.03310152438544
3999999	0.5142	1	0.5250900000000001	3975508.72	1	0.485702	3887544.62	0.03	0.028945494281353998
3999999	0.8753	8	0.838548	3964556.6	2	0.835912	3974910.38	0.03	0.029448503545431815
3999999	0.5259	1	0.557002	3990403.78	1	0.511858	4006090.5	0.03	0.027993039260004897
3999999	0.6028	1	0.5876260000000001	4008151.68	1	0.580168	3991373.0	0.03	0.030592979061276622
3999999	0.7822	4	0.6120180000000001	3906442.38	4	0.7794460000000001	3986224.56	0.03	0.030287561853505913
3999999	0.5431	1	0.4985	3862329.94	1	0.510414	3871311.64	0.03	0.02757824329806478
3999999	0.4976	1	0.5274179999999999	4072873.28	4	0.546876	4068303.22	0.03	0.033112705451629365
3999999	0.5389	1	0.5357660000000001	3972068.96	2	0.5276279999999999	3901763.1	0.03	0.030403593975014957
3999999	0.7263	1	0.712898	3973979.2	1	0.691194	3997330.28	0.03	0.029994733909183995
3999999	0.3011	1	0.302824	4048724.06	12	0.29702	4067635.18	0.03	0.02692434133864454
3999999	0.5818	1	0.6081559999999999	4035601.26	4	0.594116	4082107.52	0.03	0.03546546883574426
3999999	0.3903	2	0.40442800000000007	3982122.14	4	0.4044920000000001	4017351.0	0.03	0.03252344543108724
3999999	0.3599	1	0.36264599999999997	3999543.5	1	0.312776	3982522.72	0.03	0.028560098296591792
3999999	0.2998	1	0.29600000000000004	4109955.66	3	0.31241599999999997	4210459.16	0.03	0.03296337594641322
3999999	0.783	1	0.7948900000000001	3984593.3	1	0.7865460000000002	3989762.22	0.03	0.03044951656667607
3999999	0.7336	1	0.7301839999999999	3971675.8	1	0.701006	4013737.74	0.03	0.02782597351768032
3999999	0.7087	1	0.70331	4041268.14	1	0.698756	4064891.42	0.03	0.030795044698210525
3999999	0.7214	1	0.6638339999999999	3931743.48	1	0.6834859999999999	3958619.0	0.03	0.029705489994404036
3999999	0.4324	1	0.37886400000000003	3864327.08	1	0.44407800000000003	3918070.48	0.03	0.02906247638043037
3999999	0.4313	2	0.4254839999999999	3993709.82	1	0.46221399999999996	4041395.24	0.03	0.029999041663217943
3999999	0.6308	1	0.618138	4027102.52	1	0.649594	3983116.86	0.03	0.028226255797937923
3999999	0.7439	1	0.74379	4013026.02	5	0.746346	4016729.0	0.03	0.026942235289474432
3999999	0.5652	1	0.600706	4040313.98	1	0.589712	4067920.92	0.03	0.02881283107928042
3999999	0.4168	1	0.42567399999999994	3994502.66	6	0.3782960000000001	4088002.66	0.03	0.024641198526188783
3999999	0.2593	1	0.2820639999999999	4086512.56	1	0.271324	4042134.6	0.03	0.030693385201894872
3999999	0.4089	3	0.358844	3977662.18	6	0.39469	3947459.42	0.03	0.02678290743599268
3999999	0.548	3	0.49440400000000007	4012512.98	5	0.5038619999999999	3946915.58	0.03	0.027300718873421066
3999999	0.3267	1	0.32431	3976725.28	5	0.353674	4129058.76	0.03	0.029467286552154533
3999999	0.8743	1	0.805338	4017315.68	1	0.8296539999999999	3943429.34	0.03	0.030080828846669374
3999999	0.5667	3	0.562958	4018106.06	3	0.5660219999999999	4027026.64	0.03	0.0307155801307153
3999999	0.8315	1	0.794502	4030882.02	1	0.8160739999999999	3991548.92	0.03	0.02915831281980077
3999999	0.8104	1	0.8051619999999999	3964744.74	1	0.798718	4023962.3	0.03	0.03119024401835916
3999999	0.8329	4	0.7841020000000001	4049760.22	1	0.70953	4125332.92	0.03	0.03208190420366251
3999999	0.6603	1	0.6480899999999999	4015394.02	1	0.667718	3977688.94	0.03	0.032114598198817366
3999999	0.3071	1	0.329244	3963960.22	11	0.33555	3913526.84	0.03	0.032997743844146325
3999999	0.8632	1	0.8431179999999999	3953406.2	1	0.83232	3945639.32	0.03	0.031158551456112127
3999999	0.1775	1	0.19114000000000003	4041738.54	10	0.19157	4131236.4	0.03	0.029747546192009602
3999999	0.7253	1	0.7251860000000001	4053193.82	1	0.7095560000000001	4018881.0	0.03	0.034628036804943724
3999999	0.8411	1	0.822922	3964207.48	1	0.831464	3957268.68	0.03	0.02784115035154943
3999999	0.8147	1	0.729692	3998152.06	1	0.7713279999999999	3954778.92	0.03	0.022731077054690532
3999999	0.5174	1	0.5320720000000001	3977540.46	1	0.516896	3964402.0	0.03	0.029242084207235237
3999999	0.3377	1	0.338922	3999250.34	2	0.361862	4028265.88	0.03	0.02955672174518903
3999999	0.3892	1	0.3783519999999999	3995103.22	1	0.37727000000000005	4042683.72	0.03	0.02858378157801112
3999999	0.8966	3	0.8318360000000001	3966055.6	1	0.869046	3996172.04	0.03	0.029845421507879742
3999999	0.7453	1	0.726074	3985697.26	1	0.7205499999999999	4039647.58	0.03	0.03350771119976226
3999999	0	0	0.24077199999999999	3985196.02	0	0.22078399999999998	4005437.84	0.03	0.037633620755192235
3999999	0.8153	2	0.8038759999999999	3988225.92	2	0.8052000000000001	4008741.24	0.03	0.027576703146281183
3999999	0.6711	1	0.6746519999999999	3984867.64	1	0.6611940000000002	3958474.32	0.03	0.02603826959982208
3999999	0.6209	1	0.661198	3980625.48	1	0.660262	3990255.98	0.03	0.03130091580931937
3999999	0.8127	10	0.7729739999999999	3950676.32	1	0.7686320000000001	3964825.12	0.03	0.03140202684885178
3999999	0.6462	1	0.6585120000000001	3990776.98	2	0.657008	3976911.72	0.03	0.03256047248150985
3999999	0.6813	1	0.656914	3972707.84	2	0.662076	3966996.88	0.03	0.032583890620758345
3999999	0.4178	1	0.414298	4132577.08	2	0.404892	4148807.04	0.03	0.028608812795299803
3999999	0.5841	1	0.5737220000000001	3961093.24	1	0.570986	3957571.78	0.03	0.02958257903631549
3999999	0.6889	1	0.6463920000000001	4095324.78	2	0.64863	4115450.72	0.03	0.02646388600086305
3999999	0.4497	1	0.468194	4037127.5	1	0.45674200000000004	4066867.6	0.03	0.029140026363832176
3999999	0.6008	1	0.6136459999999999	3983058.94	2	0.5880280000000001	3938502.54	0.03	0.03250283640805159
3999999	0.3124	1	0.34313000000000005	3960165.76	1	0.35020199999999996	4001042.86	0.03	0.03211554973423259
3999999	0.7042	2	0.727284	4012925.74	1	0.71451	4035088.22	0.03	0.03166780822129381
3999999	0.8674	2	0.8432599999999999	3989135.92	1	0.8138679999999999	4052490.78	0.03	0.029705051113553347
3999999	0.4553	1	0.44527	4058622.04	1	0.44454600000000005	4053894.58	0.03	0.027018932571944817
3999999	0.8229	1	0.796532	3987238.02	2	0.79396	3981386.5	0.03	0.03213109981999757
3999999	0.4988	1	0.49561800000000006	4032214.36	1	0.5160939999999999	3994126.84	0.03	0.028166799672703826
3999999	0.5699	1	0.5911360000000001	4012624.82	1	0.582264	4012369.72	0.03	0.03137224915545684
3999999	0.8348	1	0.7658400000000001	3941049.46	1	0.766416	3960028.04	0.03	0.027960426202476248
3999999	0.3511	1	0.35450999999999994	4008839.96	1	0.35980799999999996	4008887.02	0.03	0.027173991243377743
3999999	0.368	1	0.3733600000000001	3962783.34	2	0.362422	3996118.26	0.03	0.031584520713190636
3999999	0.7581	3	0.6852300000000001	4098158.32	2	0.7754080000000002	4035066.92	0.03	0.031857847562104524
3999999	0.7942	1	0.798222	3985098.62	1	0.7798179999999999	3975049.5	0.03	0.03347481696850197
3999999	0.7191	8	0.6947720000000001	3945346.62	1	0.6698699999999999	3922506.06	0.03	0.03056831364189351
3999999	0.3308	1	0.33665999999999996	4033427.16	4	0.3408439999999999	4050781.32	0.03	0.02968956646463121
3999999	0.7694	1	0.720284	3985715.56	1	0.7083839999999998	3933215.1	0.03	0.026656354734317315
3999999	0.7443	3	0.746232	3994523.48	2	0.721836	3962516.26	0.03	0.0318109208747584
3999999	0.5766	1	0.5479600000000001	4056529.14	3	0.5493159999999999	4097121.08	0.03	0.02799241411527459
